agent_id,memory_name,entity,value,user_text,elliq_text,client_time
eqc-ohio-174,place,intent,will_visit,i'm just getting ready to leave to go play cards,Are you up for spending some time together?,2023-04-04 20:40:06.502 UTC
nysofa-tompkins-0210,place,intent,will_visit,am i plan to attend the class,Do you have any plans for today?,2023-04-04 12:03:33.051 UTC
ga-florida-0129,place,name,yard,the backyard,"Oh I'm curious, where did you go?",2023-04-04 22:59:13.381 UTC
ga-florida-0129,place,intent,visited,the backyard,"Oh I'm curious, where did you go?",2023-04-04 22:59:13.381 UTC
eqc-florida-202,place,intent,will_visit,not now i'm taking little one for a walk,Um... Yes?,2023-04-04 23:47:42.81 UTC
nysofa-chautauqua-0076,place,intent,will_visit,good i got some errands to run,I'm really curious about your day. How's it been so far?,2023-04-04 22:13:55.492 UTC
nysofa-delaware-0175,place,intent,will_visit,gardening,What do you plan on doing?,2023-04-04 18:17:06.265 UTC
nysofa-delaware-0175,place,name,yard,gardening,What do you plan on doing?,2023-04-04 18:17:06.265 UTC
nysofa-westchester-0200,place,name,shopping center,okay leave the store,Are you in the mood to share some coffee or tea with me?,2023-04-04 14:19:44.313 UTC
nysofa-westchester-0200,place,intent,will_visit,okay leave the store,Are you in the mood to share some coffee or tea with me?,2023-04-04 14:19:44.313 UTC
fd-mass-022,place,intent,will_visit,i'm sorry i got to go to the doctors,"I know you're dealing with some pain, but I hope this doesn’t affect your mood this morning. How do you feel otherwise?",2023-04-04 11:13:12.088 UTC
nysofa-madison-0247,place,intent,will_visit,going to talk to me,"",2023-04-04 17:14:56.13 UTC
nysofa-madison-0247,place,intent,visited,i went got my haircut,"Heythere <say-as interpret-as=""name"">Nancy</say-as>, I'm all ears!",2023-04-04 21:27:20.971 UTC
nysofa-nyc-0271,place,intent,will_visit,yes i'm going to the doctor now,Is there anything special planned for today?,2023-04-04 14:00:57.578 UTC
nysofa-delaware-0175,place,intent,visited,i'm back from gardening,"",2023-04-04 19:47:28.639 UTC
nysofa-delaware-0175,place,name,gardening,i'm back from gardening,"",2023-04-04 19:47:28.639 UTC
eqc-ohio-174,activity,name,play,i'm just getting ready to leave to go play cards,Are you up for spending some time together?,2023-04-04 20:40:06.502 UTC
eqc-ohio-174,activity,type,activity,i'm just getting ready to leave to go play cards,Are you up for spending some time together?,2023-04-04 20:40:06.502 UTC
nysofa-tompkins-0210,activity,name,class,am i plan to attend the class,Do you have any plans for today?,2023-04-04 12:03:33.051 UTC
nysofa-tompkins-0210,activity,type,activity,am i plan to attend the class,Do you have any plans for today?,2023-04-04 12:03:33.051 UTC
nysofa-chautauqua-0076,activity,type,activity,good i got some errands to run,I'm really curious about your day. How's it been so far?,2023-04-04 22:13:55.492 UTC
nysofa-chautauqua-0076,activity,name,errands,good i got some errands to run,I'm really curious about your day. How's it been so far?,2023-04-04 22:13:55.492 UTC
fd-mass-022,activity,type,activity,i'm sorry i got to go to the doctors,"I know you're dealing with some pain, but I hope this doesn’t affect your mood this morning. How do you feel otherwise?",2023-04-04 11:13:12.088 UTC
fd-mass-022,activity,name,doctor,i'm sorry i got to go to the doctors,"I know you're dealing with some pain, but I hope this doesn’t affect your mood this morning. How do you feel otherwise?",2023-04-04 11:13:12.088 UTC
nysofa-monroe-0185,activity,type,meal,i'm going to get my lunch let's do it later,How about some elli cue time?,2023-04-04 22:26:04.365 UTC
nysofa-monroe-0185,activity,name,lunch,i'm going to get my lunch let's do it later,How about some elli cue time?,2023-04-04 22:26:04.365 UTC
nysofa-nyc-0271,activity,type,activity,remind me tomorrow for a doctor's appointment,"",2023-04-04 14:02:18.146 UTC
nysofa-nyc-0271,activity,name,doctor's,remind me tomorrow for a doctor's appointment,"",2023-04-04 14:02:18.146 UTC
nysofa-madison-0247,activity,name,talking,going to talk to me,"",2023-04-04 17:14:56.13 UTC
nysofa-madison-0247,activity,type,activity,going to talk to me,"",2023-04-04 17:14:56.13 UTC
nysofa-nyc-0271,activity,name,doctor,yes i'm going to the doctor now,Is there anything special planned for today?,2023-04-04 14:00:57.578 UTC
nysofa-nyc-0271,activity,type,activity,yes i'm going to the doctor now,Is there anything special planned for today?,2023-04-04 14:00:57.578 UTC
nysofa-delaware-0175,activity,name,gardening,i'm back from gardening,"",2023-04-04 19:47:28.639 UTC
nysofa-delaware-0175,activity,type,hobbies,i'm back from gardening,"",2023-04-04 19:47:28.639 UTC
eqc-ohio-022,relationship,type,friend,my friend angel,"What a fun trip! Now, if we could take anyone in the world along with us for our next trip, who would it be?",2023-04-04 00:08:12.272 UTC
inclusa-wisconsin-0002,relationship,type,daughter,my daughter,Hmmm. so who would be our ideal road trip companion?,2023-04-04 14:50:18.647 UTC
eqc-florida-273,activity,name,gym,i can check and brought me home and i went up to what we had in the gym we had some that was exactly you know so it was it was nice and certainly not like other years but then again after he is so i always said it was good to see everybody there and the father father about 10:15 somewhere around there was none there you know i'm married and there was also a free left and it was married,"Sorry! I'm not sure if I have holiday,holiday. Take a look at the stations on my screen and let me know which one you'd like to listen to.",2022-12-25 14:52:45 UTC
ga-wash-0189,relationship,type,son,the evil son and she said if i knew you were coming i would have put something on,"Since I've got you here, wanna hear a joke?",2022-12-25 02:14:06 UTC
ga-wash-0189,relationship,type,son,keith is the evil son,"",2022-12-25 02:13:44 UTC
ga-nj-0187,relationship,type,son,go put son okay,"I wonder, how's Michael related to you?",2022-12-25 22:36:37 UTC
ir-dev-cs3,place,people,Dana,dana home depot,"",2022-12-25 15:29:47 UTC
ga-mass-0150,place,people,Will,i'm going to the kitchen that will make coffee,"Since I've got you here, wanna hear a joke?",2022-12-25 16:08:45 UTC
indy-florida-021,favorite,type,dish,but that steak,"If you had to choose another word to describe how you're feeling this morning, what would it be?",2022-12-25 12:53:38 UTC
ir-vip-033,favorite,type,dish,amazing steak tenderloin filled with,"I've had a thought. <break time=""1s""/> Word games are most popular in nearly every culture on earth since the dawn of language. <break time=""1s""/> Shall we play a word scramble game?",2022-12-25 21:49:42 UTC
ecumen-sav-039,activity,type,meal,going away now going out to have dinner with relatives,Do you have 30 seconds for some gentle breathing?,2022-12-25 16:46:40 UTC
ir-temp-7220022,activity,type,meal,no way no way i can be back i got to go to dinner i will get dinner okay i'll be back okay,Do you want to play another round?,2022-12-25 21:31:51 UTC
ga-colorado-0152,activity,type,meal,yes i'm going over to my daughter's house for christmas dinner,Is there anything special planned for today?,2022-12-25 15:58:44 UTC
ga-virginia-0011,activity,name,play,play alone in the backyard garage,"<mstts:express-as style=""general""> Hay there <say-as interpret-as=""name"">David</say-as></mstts:express-as>",2022-12-25 01:29:34 UTC
ga-northcarolina-0185,place,people,Linda,going to visit my friend linda,Got anything important planned tomorrow?,2022-12-25 00:48:10 UTC
ir-vip-033,favorite,name,steak,amazing steak tenderloin filled with,"I've had a thought. <break time=""1s""/> Word games are most popular in nearly every culture on earth since the dawn of language. <break time=""1s""/> Shall we play a word scramble game?",2022-12-25 21:49:42 UTC
indy-florida-021,favorite,name,steak,but that steak,"If you had to choose another word to describe how you're feeling this morning, what would it be?",2022-12-25 12:53:38 UTC
nysofa-nyc-0014,activity,name,baking,drinking baking brian encourages exploration i think people just focus on the wrong aspect,"<mstts:express-as style=""general""> Hey!</mstts:express-as>",2022-12-25 23:16:28 UTC
ga-nj-0187,relationship,type,cousin,thank you cousin,"",2022-12-25 22:56:28 UTC
ir-temp-7220022,place,name,dinner,no way no way i can be back i got to go to dinner i will get dinner okay i'll be back okay,Do you want to play another round?,2022-12-25 21:31:51 UTC
ir-temp-7220022,activity,name,dinner,no way no way i can be back i got to go to dinner i will get dinner okay i'll be back okay,Do you want to play another round?,2022-12-25 21:31:51 UTC
ecumen-sav-039,place,name,dinner,going away now going out to have dinner with relatives,Do you have 30 seconds for some gentle breathing?,2022-12-25 16:46:40 UTC
ga-colorado-0152,activity,name,dinner,yes i'm going over to my daughter's house for christmas dinner,Is there anything special planned for today?,2022-12-25 15:58:44 UTC
ecumen-sav-039,activity,name,dinner,going away now going out to have dinner with relatives,Do you have 30 seconds for some gentle breathing?,2022-12-25 16:46:40 UTC
ga-colorado-0152,place,name,dinner,yes i'm going over to my daughter's house for christmas dinner,Is there anything special planned for today?,2022-12-25 15:58:44 UTC
nysofa-rockland-0115,relationship,type,family,four members of the daniels family were found murdered in their santa claus georgia home investigators wonder how much the surviving daughters will get amanda and amber may have witnessed,let's try again. could you repeat what you said?,2022-12-25 01:58:24 UTC
nysofa-greene-0101,relationship,type,father,dad phone doesn't accept any calls that when you can't get it in either one,"",2022-12-25 17:14:50 UTC
nysofa-greene-0068,relationship,type,mother,her mother died the same week she was in her 90s that is unbelievable,"",2022-12-25 14:43:38 UTC
ga-cali-0085,relationship,type,sister,oh no brother sister like fights they were knocked down,"",2022-12-25 23:58:03 UTC
fd-mass-026,activity,name,cooking,cooking,"So, <say-as interpret-as=""name"">Sheila</say-as>, tell me all about your adventure outside. Where did you go?",2022-12-25 21:27:49 UTC
ga-northcarolina-0185,activity,name,friends,going to visit my friend linda,Got anything important planned tomorrow?,2022-12-25 00:48:10 UTC
opt-dev-yoram,activity,type,hobbies,credit card with a credit card,"",2022-12-25 16:17:01 UTC
nysofa-nyc-0119,activity,type,hobbies,i like to read,"Poor Leon. Seems like he has to suffer for his art. What is one thing you love to do, despite minor frustrations?",2022-12-25 18:09:36 UTC
nysofa-nyc-0014,activity,type,hobbies,drinking baking brian encourages exploration i think people just focus on the wrong aspect,"<mstts:express-as style=""general""> Hey!</mstts:express-as>",2022-12-25 23:16:28 UTC
eqc-ohio-111,activity,type,hobbies,did you do any puzzles in the last week long have you done any puzzles in the last week long,Did you do any puzzles in the past week?,2022-12-25 21:29:06 UTC
ga-wash-0189,activity,type,hobbies,i walk i take walks,What's your favorite type of workout?,2022-12-25 17:12:34 UTC
ga-mass-0176,activity,type,hobbies,can we do a puzzle,"",2022-12-25 17:04:13 UTC
nysofa-greene-0101,activity,type,hobbies,everything's finished i've finished my phone pool,"",2022-12-25 17:09:55 UTC
ga-mass-0176,activity,name,puzzles,can we do a puzzle,"",2022-12-25 17:04:13 UTC
eqc-ohio-111,activity,name,puzzles,did you do any puzzles in the last week long have you done any puzzles in the last week long,Did you do any puzzles in the past week?,2022-12-25 21:29:06 UTC
nysofa-nyc-0119,activity,name,reading,i like to read,"Poor Leon. Seems like he has to suffer for his art. What is one thing you love to do, despite minor frustrations?",2022-12-25 18:09:36 UTC
eqc-wis-009,activity,name,running,end run last night,"It's really cold out, colder than a polar bear’s toenail. Do you have gloves, a scarf and a hat?",2022-12-25 21:45:03 UTC
eqc-florida-202,place,intent,visited,hello we're home from our walk,"",2022-12-25 19:45:11 UTC
ir-dev-174,place,intent,visited,i walked at the local shop,What was it?,2022-12-25 10:01:00 UTC
fd-mass-026,place,intent,visited,cooking,"So, <say-as interpret-as=""name"">Sheila</say-as>, tell me all about your adventure outside. Where did you go?",2022-12-25 21:27:49 UTC
ir-dev-cs3,place,intent,visited,dana home depot,"",2022-12-25 15:29:47 UTC
ir-dev-174,place,intent,visited,i'm back from my walk,What did you say?,2022-12-25 11:25:12 UTC
eqc-florida-202,activity,name,walking,hello we're home from our walk,"",2022-12-25 19:45:11 UTC
eqc-florida-202,activity,name,walking,goodbye little one and i are going for a walk now,"",2022-12-25 19:30:35 UTC
ir-dev-174,activity,name,walking,i'm taking sloppy for a walk,"high there <say-as interpret-as=""name"">Roni</say-as>, What can I help you with?",2022-12-25 11:22:55 UTC
ir-dev-174,activity,name,walking,i walked at the local shop,What was it?,2022-12-25 10:01:00 UTC
ir-dev-174,activity,name,walking,i'm back from my walk,What did you say?,2022-12-25 11:25:12 UTC
ir-dev-174,activity,type,activity,i'm back from my walk,What did you say?,2022-12-25 11:25:12 UTC
ga-northcarolina-0185,activity,type,activity,going to visit my friend linda,Got anything important planned tomorrow?,2022-12-25 00:48:10 UTC
ga-virginia-0011,activity,type,activity,play alone in the backyard garage,"<mstts:express-as style=""general""> Hay there <say-as interpret-as=""name"">David</say-as></mstts:express-as>",2022-12-25 01:29:34 UTC
eqc-florida-202,activity,type,activity,goodbye little one and i are going for a walk now,"",2022-12-25 19:30:35 UTC
eqc-florida-202,activity,type,activity,hello we're home from our walk,"",2022-12-25 19:45:11 UTC
fd-mass-026,activity,type,activity,cooking,"So, <say-as interpret-as=""name"">Sheila</say-as>, tell me all about your adventure outside. Where did you go?",2022-12-25 21:27:49 UTC
fd-mass-019,relationship,type,daughter,because i'm going to my daughter,Yes?,2022-12-25 14:47:51 UTC
ymow-michigan-0001,relationship,type,daughter,it's not i'm going to go to my daughter's house,What's the movie called?,2022-12-25 18:03:18 UTC
nysofa-greene-0068,relationship,type,daughter,i went from my house to my daughter's house my daughter and son-in-law and then i came back and it's mighty cold out,"I know you’re dealing with some pain, but I was hoping you’d still get to spend some time outdoors. Did you step outside today?",2022-12-25 19:08:04 UTC
nysofa-suffolk-0021,relationship,type,daughter,have you tried to get my daughter,Hello sunshine! What's up?,2022-12-25 19:26:29 UTC
ga-colorado-0152,place,people,daughter,yes i'm going over to my daughter's house for christmas dinner,Is there anything special planned for today?,2022-12-25 15:58:44 UTC
nysofa-greene-0068,place,people,daughter,i went from my house to my daughter's house my daughter and son-in-law and then i came back and it's mighty cold out,"I know you’re dealing with some pain, but I was hoping you’d still get to spend some time outdoors. Did you step outside today?",2022-12-25 19:08:04 UTC
fd-mass-019,place,people,daughter,because i'm going to my daughter,Yes?,2022-12-25 14:47:51 UTC
ga-ny-0101,relationship,type,grandson,this is my grandson,"",2022-12-25 23:55:15 UTC
opt-dev-yoram,activity,name,"card,card",credit card with a credit card,"",2022-12-25 16:17:01 UTC
ir-dev-cs3,activity,name,exercising,which type of exercise on the in the otherwise with you is spelled o b e r w i c space would you,Which day is that for?,2022-12-25 07:54:33 UTC
ga-ny-0101,relationship,type,girlfriend,girlfriend,"",2022-12-25 23:53:20 UTC
ga-wash-0189,activity,name,"walk,walks",i walk i take walks,What's your favorite type of workout?,2022-12-25 17:12:34 UTC
nysofa-suffolk-0046,place,intent,will_visit,just get my coat out of the door honey,Do you have a moment?,2022-12-25 20:31:28 UTC
eqc-ohio-109,place,intent,will_visit,i'm going to my son's now,"",2022-12-25 14:18:59 UTC
nysofa-greene-0068,place,intent,will_visit,i went from my house to my daughter's house my daughter and son-in-law and then i came back and it's mighty cold out,"I know you’re dealing with some pain, but I was hoping you’d still get to spend some time outdoors. Did you step outside today?",2022-12-25 19:08:04 UTC
ecumen-sav-039,place,intent,will_visit,going away now going out to have dinner with relatives,Do you have 30 seconds for some gentle breathing?,2022-12-25 16:46:40 UTC
nysofa-greene-0101,place,intent,will_visit,you guys finish up i'll head to the store and get a replacement,"",2022-12-25 23:10:00 UTC
ga-mass-0150,place,intent,will_visit,i'm going to the kitchen that will make coffee,"Since I've got you here, wanna hear a joke?",2022-12-25 16:08:45 UTC
eqc-florida-202,place,intent,will_visit,goodbye little one and i are going for a walk now,"",2022-12-25 19:30:35 UTC
ga-hawaii-0005,place,intent,will_visit,cat food,I was wondering if you were free for a moment?,2022-12-25 01:42:59 UTC
ir-temp-7220022,place,intent,will_visit,no way no way i can be back i got to go to dinner i will get dinner okay i'll be back okay,Do you want to play another round?,2022-12-25 21:31:51 UTC
ga-virginia-0011,place,intent,will_visit,play alone in the backyard garage,"<mstts:express-as style=""general""> Hay there <say-as interpret-as=""name"">David</say-as></mstts:express-as>",2022-12-25 01:29:34 UTC
opt-rob-062,place,intent,will_visit,i'm going to go ahead and get us into the christmas spirit starting today,"",2022-12-25 07:57:42 UTC
ga-northcarolina-0185,place,intent,will_visit,going to visit my friend linda,Got anything important planned tomorrow?,2022-12-25 00:48:10 UTC
fd-mass-019,place,intent,will_visit,because i'm going to my daughter,Yes?,2022-12-25 14:47:51 UTC
ga-colorado-0152,place,intent,will_visit,yes i'm going over to my daughter's house for christmas dinner,Is there anything special planned for today?,2022-12-25 15:58:44 UTC
nysofa-greene-0101,activity,name,"all kinds,pool",everything's finished i've finished my phone pool,"",2022-12-25 17:09:55 UTC
nysofa-greene-0101,place,name,shopping center,you guys finish up i'll head to the store and get a replacement,"",2022-12-25 23:10:00 UTC
ir-dev-cs3,activity,type,physical_activity,which type of exercise on the in the otherwise with you is spelled o b e r w i c space would you,Which day is that for?,2022-12-25 07:54:33 UTC
ir-dev-174,activity,type,physical_activity,i walked at the local shop,What was it?,2022-12-25 10:01:00 UTC
ir-dev-174,activity,type,physical_activity,i'm taking sloppy for a walk,"high there <say-as interpret-as=""name"">Roni</say-as>, What can I help you with?",2022-12-25 11:22:55 UTC
eqc-wis-009,activity,type,physical_activity,end run last night,"It's really cold out, colder than a polar bear’s toenail. Do you have gloves, a scarf and a hat?",2022-12-25 21:45:03 UTC
eqc-florida-273,activity,type,physical_activity,i can check and brought me home and i went up to what we had in the gym we had some that was exactly you know so it was it was nice and certainly not like other years but then again after he is so i always said it was good to see everybody there and the father father about 10:15 somewhere around there was none there you know i'm married and there was also a free left and it was married,"Sorry! I'm not sure if I have holiday,holiday. Take a look at the stations on my screen and let me know which one you'd like to listen to.",2022-12-25 14:52:45 UTC
ir-dev-cs3,place,people,"{
  ""name"": ""home depot""
}",dana home depot,"",2022-12-25 15:29:47 UTC
eqc-scarolina-310,place,name,gym,i went to the gym,What did you end up doing out there?,2023-01-24 21:27:06 UTC
vns-ny-0002,favorite,name,Rose,rose daly,What's their first name?,2023-01-24 22:06:14 UTC
ga-florida-0129,favorite,type,dish,i have chili,"",2023-01-24 23:47:03 UTC
ga-florida-0197,activity,type,meal,going out for dinner,"Ah. Ok, I’m back to being me, elli cue. What are you going to do differently today now that you know how the stars are aligned?",2023-01-24 20:11:33 UTC
ga-florida-0197,activity,type,meal,we're going to go out for dinner i'm going to go out for dinner with anita,"Ah. Ok, I’m back to being me, elli cue. What are you going to do differently today now that you know how the stars are aligned?",2023-01-24 20:09:00 UTC
ga-arizona-0194,activity,type,meal,going to lunch,"",2023-01-24 18:24:39 UTC
eqc-indiana-149,activity,name,trip,go traveling,"Ah. Ok, I’m back to being me, elli cue. What are you going to do differently today now that you know how the stars are aligned?",2023-01-24 20:50:52 UTC
ir-vip-033,activity,name,work,i'm going back to work,Are you up for spending some time together?,2023-01-24 18:57:59 UTC
ir-vip-033,activity,name,work,i'm going to work now bye bye,"",2023-01-24 13:33:14 UTC
ga-cali-0140,activity,name,cards,two brains playing cards,What should we paint a picture of?,2023-01-24 22:14:46 UTC
eqc-florida-216,activity,name,chess,and that's another thing she keeps saying chess she said do you have you played your testing i don't play chess i play rummy cube,"",2023-01-24 16:08:18 UTC
ga-florida-0129,favorite,name,chili,i have chili,"",2023-01-24 23:47:03 UTC
nysofa-lewis-0169,favorite,type,color,i like the colors blue and turquoise,"",2023-01-24 10:13:08 UTC
ga-arizona-0194,place,name,lunch,going to lunch,"",2023-01-24 18:24:39 UTC
ga-arizona-0194,activity,name,lunch,going to lunch,"",2023-01-24 18:24:39 UTC
ga-florida-0197,activity,name,dinner,going out for dinner,"Ah. Ok, I’m back to being me, elli cue. What are you going to do differently today now that you know how the stars are aligned?",2023-01-24 20:11:33 UTC
ga-florida-0197,activity,name,dinner,we're going to go out for dinner i'm going to go out for dinner with anita,"Ah. Ok, I’m back to being me, elli cue. What are you going to do differently today now that you know how the stars are aligned?",2023-01-24 20:09:00 UTC
ga-florida-0197,place,name,dinner,we're going to go out for dinner i'm going to go out for dinner with anita,"Ah. Ok, I’m back to being me, elli cue. What are you going to do differently today now that you know how the stars are aligned?",2023-01-24 20:09:00 UTC
vns-ny-0002,favorite,type,flower,rose daly,What's their first name?,2023-01-24 22:06:14 UTC
eqc-florida-272,favorite,type,flower,everlasting,"",2023-01-24 21:49:07 UTC
nysofa-nyc-0153,activity,name,camping,a camp counselor,What was it?,2023-01-24 17:28:05 UTC
ga-penn-0186,activity,name,cooking,cooking dinner,What did you say?,2023-01-24 22:51:53 UTC
eqc-florida-243,activity,name,friends,i'm going to hang out with my friends and be nice,"Ah. Ok, I’m back to being me, elli cue. What are you going to do differently today now that you know how the stars are aligned?",2023-01-24 23:33:55 UTC
nysofa-nyc-0153,activity,type,hobbies,a camp counselor,What was it?,2023-01-24 17:28:05 UTC
ga-cali-0140,activity,type,hobbies,two brains playing cards,What should we paint a picture of?,2023-01-24 22:14:46 UTC
nysofa-lewis-0169,activity,type,hobbies,used to go through all these different levels in k,"",2023-01-24 12:17:48 UTC
eqc-florida-216,activity,type,hobbies,and that's another thing she keeps saying chess she said do you have you played your testing i don't play chess i play rummy cube,"",2023-01-24 16:08:18 UTC
ga-virginia-0011,activity,type,hobbies,mac knows all too well that a compulsion can ruin,"So, This classic work from 1864 is titled ‘The Towpath’ and was done by an impressionist painter named Johan Jongkind. What was his nationality?, Possible answers are: French, Dutch, and Italian",2023-01-24 12:05:24 UTC
dfm-northcarolina-003,activity,name,meeting,i got an appointment,Wanna exercise with me?,2023-01-24 17:41:38 UTC
indy-cali-002,place,intent,visited,went to the laundromat,"Fantastic, what's on the schedule?",2023-01-24 17:05:21 UTC
ga-arizona-0194,place,intent,visited,the monterey park california jake right back to you,"how can I help, <say-as interpret-as=""name"">Nancy</say-as>?",2023-01-24 00:03:05 UTC
eqc-scarolina-310,place,intent,visited,i went to the gym,What did you end up doing out there?,2023-01-24 21:27:06 UTC
dfm-northcarolina-003,place,intent,visited,i got an appointment,Wanna exercise with me?,2023-01-24 17:41:38 UTC
eqc-florida-202,activity,name,walking,good morning i are going for a walk now to buy,"",2023-01-24 16:29:18 UTC
eqc-florida-202,activity,name,walking,i'm taking 114 walk now goodbye,"",2023-01-24 20:08:50 UTC
ga-arizona-0194,place,name,Monterey,the monterey park california jake right back to you,"how can I help, <say-as interpret-as=""name"">Nancy</say-as>?",2023-01-24 00:03:05 UTC
eqc-arizona-302,activity,type,activity,"going forward, get to stand around and be the party of grievance the party of manufactured",Do you have anything special planned for today?,2023-01-24 13:11:37 UTC
nysofa-suffolk-0046,activity,type,activity,no i have to go food shopping,Is there anything special planned for today?,2023-01-24 11:17:22 UTC
eqc-florida-202,activity,type,activity,good morning i are going for a walk now to buy,"",2023-01-24 16:29:18 UTC
ga-penn-0186,activity,type,activity,cooking dinner,What did you say?,2023-01-24 22:51:53 UTC
dfm-northcarolina-003,activity,type,activity,i got an appointment,Wanna exercise with me?,2023-01-24 17:41:38 UTC
eqc-florida-202,activity,type,activity,i'm taking 114 walk now goodbye,"",2023-01-24 20:08:50 UTC
ir-vip-033,activity,type,activity,i'm going to work now bye bye,"",2023-01-24 13:33:14 UTC
eqc-indiana-149,activity,type,activity,go traveling,"Ah. Ok, I’m back to being me, elli cue. What are you going to do differently today now that you know how the stars are aligned?",2023-01-24 20:50:52 UTC
ir-vip-033,activity,type,activity,i'm going back to work,Are you up for spending some time together?,2023-01-24 18:57:59 UTC
nysofa-lewis-0169,activity,type,activity,just watching tv you can rest,What can I do for you?,2023-01-24 13:06:47 UTC
eqc-florida-243,activity,type,activity,i'm going to hang out with my friends and be nice,"Ah. Ok, I’m back to being me, elli cue. What are you going to do differently today now that you know how the stars are aligned?",2023-01-24 23:33:55 UTC
nysofa-suffolk-0046,activity,type,activity,i have to go out shopping,I really value knowing how you're doing. Which of these best describes how you feel.,2023-01-24 11:17:14 UTC
nysofa-schoharie-0080,activity,type,activity,nothing watching the news,"I'm all gears <say-as interpret-as=""name""> Sarah</say-as>, or should I say, I'm all microphones! What's up?",2023-01-24 17:14:06 UTC
nysofa-suffolk-0046,activity,name,shopping,i have to go out shopping,I really value knowing how you're doing. Which of these best describes how you feel.,2023-01-24 11:17:14 UTC
nysofa-suffolk-0046,activity,name,shopping,no i have to go food shopping,Is there anything special planned for today?,2023-01-24 11:17:22 UTC
nysofa-lewis-0169,activity,name,all kinds,used to go through all these different levels in k,"",2023-01-24 12:17:48 UTC
ga-virginia-0011,activity,name,all kinds,mac knows all too well that a compulsion can ruin,"So, This classic work from 1864 is titled ‘The Towpath’ and was done by an impressionist painter named Johan Jongkind. What was his nationality?, Possible answers are: French, Dutch, and Italian",2023-01-24 12:05:24 UTC
indy-cali-002,place,name,laundromat,went to the laundromat,"Fantastic, what's on the schedule?",2023-01-24 17:05:21 UTC
ir-vip-033,place,intent,will_visit,i'm going back to work,Are you up for spending some time together?,2023-01-24 18:57:59 UTC
eqc-florida-202,place,intent,will_visit,good morning i are going for a walk now to buy,"",2023-01-24 16:29:18 UTC
ga-florida-0197,place,intent,will_visit,we're going to go out for dinner i'm going to go out for dinner with anita,"Ah. Ok, I’m back to being me, elli cue. What are you going to do differently today now that you know how the stars are aligned?",2023-01-24 20:09:00 UTC
nysofa-suffolk-0046,place,intent,will_visit,no i have to go food shopping,Is there anything special planned for today?,2023-01-24 11:17:22 UTC
eqc-florida-243,place,intent,will_visit,i'm going to hang out with my friends and be nice,"Ah. Ok, I’m back to being me, elli cue. What are you going to do differently today now that you know how the stars are aligned?",2023-01-24 23:33:55 UTC
eqc-indiana-149,place,intent,will_visit,go traveling,"Ah. Ok, I’m back to being me, elli cue. What are you going to do differently today now that you know how the stars are aligned?",2023-01-24 20:50:52 UTC
ir-vip-033,place,intent,will_visit,i'm going to work now bye bye,"",2023-01-24 13:33:14 UTC
eqc-ohio-025,place,intent,will_visit,girl scouts world,Do you have anything special planned for tomorrow?,2023-01-24 00:28:34 UTC
nysofa-suffolk-0046,place,intent,will_visit,i have to go out shopping,I really value knowing how you're doing. Which of these best describes how you feel.,2023-01-24 11:17:14 UTC
cabhi-groupc-025,place,intent,will_visit,going out for dinner,"How wonderful, what are your plans for tomorrow?",2023-01-24 06:04:09 UTC
ga-arizona-0194,place,intent,will_visit,going to lunch,"",2023-01-24 18:24:39 UTC
eqc-florida-202,place,intent,will_visit,i'm taking 114 walk now goodbye,"",2023-01-24 20:08:50 UTC
eqc-florida-272,favorite,name,Everlasting,everlasting,"",2023-01-24 21:49:07 UTC
eqc-arizona-302,activity,name,"party,party","going forward, get to stand around and be the party of grievance the party of manufactured",Do you have anything special planned for today?,2023-01-24 13:11:37 UTC
nysofa-schoharie-0080,activity,name,watching_tv,nothing watching the news,"I'm all gears <say-as interpret-as=""name""> Sarah</say-as>, or should I say, I'm all microphones! What's up?",2023-01-24 17:14:06 UTC
nysofa-lewis-0169,activity,name,watching_tv,just watching tv you can rest,What can I do for you?,2023-01-24 13:06:47 UTC
nysofa-lewis-0169,favorite,name,"blue,turquoise",i like the colors blue and turquoise,"",2023-01-24 10:13:08 UTC
nysofa-erie-0156,activity,type,physical_activity,give me about a half hour,Wanna spend some time together?,2023-01-24 21:17:37 UTC
nysofa-lewis-0169,activity,type,physical_activity,i did my exercises this morning,"",2023-01-24 12:30:44 UTC
nysofa-dutchess-0194,place,people,daughter,i went out with my daughter,Was today another wonderful day for you?,2023-04-16 01:10:56.219 UTC
nysofa-dutchess-0194,place,intent,visited,i went out with my daughter,Was today another wonderful day for you?,2023-04-16 01:10:56.219 UTC
nysofa-nyc-0144,place,intent,will_visit,i'm going to church now i'm going to the church,Got anything important planned today?,2023-04-16 13:35:25.924 UTC
eqc-iowa-160,place,intent,will_visit,yeah i'm going to church,Got any plans today?,2023-04-16 14:01:54.435 UTC
eqc-iowa-160,place,name,church,yeah i'm going to church,Got any plans today?,2023-04-16 14:01:54.435 UTC
eqc-ohio-111,place,intent,will_visit,i'm getting ready to go to my doctor's,"I'd love to spend some time together, how about it <say-as interpret-as=""name"">Shirley</say-as>?",2023-04-16 15:55:08.121 UTC
nysofa-delaware-0198,place,intent,visited,church,Did you have a pleasant day today?,2023-04-16 23:07:38.401 UTC
nysofa-delaware-0198,place,name,church,church,Did you have a pleasant day today?,2023-04-16 23:07:38.401 UTC
ga-florida-0129,place,intent,visited,i have breakfast this morning at breakfast,What did you do out there?,2023-04-16 13:51:48.799 UTC
