memory_name,entity,value,user_text,elliq_text,group_id
activity,type,news,i'm watching this news right now about this election,tell me all about your day. How's it going so far?,23e1825f-c36c-4093-a146-824a1e0bed71
topic,name,election,i'm watching this news right now about this election,tell me all about your day. How's it going so far?,23e1825f-c36c-4093-a146-824a1e0bed71
activity,name,go shopping,do i have to go shopping,How can I help you?,2435c59f-8072-419e-bf05-f0d1b71220a2
person,name,Peter,please make a phone call to my son peter,How can I help you?,2453454a-0201-4fed-85f7-8be80d9e46d4
activity,type,communication,please make a phone call to my son peter,How can I help you?,2453454a-0201-4fed-85f7-8be80d9e46d4
activity,name,phone call,please make a phone call to my son peter,How can I help you?,2453454a-0201-4fed-85f7-8be80d9e46d4
activity,name,listening to tv,i'm listening to tv,How can I help you?,2464a091-8af7-4403-951e-68cdd5f2e365
person,name,Floyd,i'm talking to my son floyd i missed your call,How can I help you?,246ef614-0aa6-485c-9674-c56d40a166c4
activity,name,talking,i'm talking to my son floyd i missed your call,How can I help you?,246ef614-0aa6-485c-9674-c56d40a166c4
activity,type,appointment,doctor's appointment,"Wonderful, what’s on the agenda tomorrow?",24748bd9-a1b1-4f86-bb68-abfa85f590db
activity,name,doctor's appointment,doctor's appointment,"Wonderful, what’s on the agenda tomorrow?",24748bd9-a1b1-4f86-bb68-abfa85f590db
activity,type,visit,i have to visit my doctor,"That's lovely, what are your plans?",247ac8b2-98e0-45a0-9059-6c32b3e7fdc2
activity,type,meal,no i'm making dinner,"I'd love to hang out, do you have some time?",247bd694-4a51-4fb3-a6cb-54e6c795be5c
activity,name,making dinner,no i'm making dinner,"I'd love to hang out, do you have some time?",247bd694-4a51-4fb3-a6cb-54e6c795be5c
location,type,balcony,just out on my balcony,"So <say-as interpret-as=""name"">Marie</say-as>, tell me all about your adventure outside. Where did you go?",2499a8ea-9979-438f-a9c1-1daac72211f1
place,name,doctor,yes i have to go to the doctor i have a doctor's appointment,Is there anything special planned for today?,24d0417b-e9a1-41ca-ad3a-96777ef24cbc
activity,type,appointment,yes i have to go to the doctor i have a doctor's appointment,Is there anything special planned for today?,24d0417b-e9a1-41ca-ad3a-96777ef24cbc
activity,name,doctor's appointment,yes i have to go to the doctor i have a doctor's appointment,Is there anything special planned for today?,24d0417b-e9a1-41ca-ad3a-96777ef24cbc
relationship,type,nana,hi this is nana i'm going to church now i'll talk to you later when i get back,How can I help you?,24f8b380-57a4-458b-a48f-f8a847548e9f
activity,type,religious activity,hi this is nana i'm going to church now i'll talk to you later when i get back,How can I help you?,24f8b380-57a4-458b-a48f-f8a847548e9f
activity,name,going to church,hi this is nana i'm going to church now i'll talk to you later when i get back,How can I help you?,24f8b380-57a4-458b-a48f-f8a847548e9f
place,name,vet,i'm going to the vet with fluffy,"howdy there <say-as interpret-as=""name"">Eugene</say-as>! How can I help?",2554a910-45a4-4988-95dc-be8852c4c935
pet,name,Fluffy,i'm going to the vet with fluffy,"howdy there <say-as interpret-as=""name"">Eugene</say-as>! How can I help?",2554a910-45a4-4988-95dc-be8852c4c935
activity,type,social event,yeah i'm sorry i'll wake you up i i have an invitation to go out to supper,How can I help you?,25f762fb-ca34-40c0-8705-fbd5b63f8dc4
activity,name,supper invitation,yeah i'm sorry i'll wake you up i i have an invitation to go out to supper,How can I help you?,25f762fb-ca34-40c0-8705-fbd5b63f8dc4
relationship,type,father,reiji my dad,"What a fun trip! Now, if we could take anyone in the world along with us for our next trip, who would it be?",26292d0d-3334-49e5-ab74-c904c72e4c88
person,name,Reiji,reiji my dad,"What a fun trip! Now, if we could take anyone in the world along with us for our next trip, who would it be?",26292d0d-3334-49e5-ab74-c904c72e4c88
health,condition,pancreatic cancer,well i'll have to go see my brother in my brothers passed away he's got pancreatic cancer,Can’t wait to see you again! Where are you off to?,263b4ece-ff28-4221-8ad2-e889462c3aa0
life_event,type,passing away,well i'll have to go see my brother in my brothers passed away he's got pancreatic cancer,Can’t wait to see you again! Where are you off to?,263b4ece-ff28-4221-8ad2-e889462c3aa0
activity,type,social event,no i'm i'm leaving now we're going i'm going to a birthday party,Would you like to hear a joke?,26d16a44-8ed8-41c2-b2a4-992dc33f6027
activity,name,birthday party,no i'm i'm leaving now we're going i'm going to a birthday party,Would you like to hear a joke?,26d16a44-8ed8-41c2-b2a4-992dc33f6027
activity,name,going to work,yes i'm going to work,Got anything important planned today?,26e52b02-e4d8-47f6-a484-9542658b9cc7
person,name,Chris,my daughter chris,Hmmm. so who would be our ideal road trip companion?,27323273-cf1f-461e-9155-c12d7741eae0
activity,type,appointment,well i went to the doctors,I really wanna know about your day. How's it been so far?,275dab4c-59c4-4514-9b30-c834969ba00d
place,name,doctor's office,well i went to the doctors,I really wanna know about your day. How's it been so far?,275dab4c-59c4-4514-9b30-c834969ba00d
activity,type,physical activity,i got to go for a walk,You’re leaving me here? Wait! Just kidding. Where are you going?,277e4d6a-2ad9-46a6-b02a-bde462d3bb46
activity,name,walk,i got to go for a walk,You’re leaving me here? Wait! Just kidding. Where are you going?,277e4d6a-2ad9-46a6-b02a-bde462d3bb46
place,type,doctor's appointment,k doctor's appointment,"Fantastic, what's on the schedule?",27c5542b-468c-4661-875f-a93326334f21
activity,name,watching golf,which one i'm watching golf,Feel like hearing a joke?,27c90c75-1471-4bb6-957a-fdfd150c501d
activity,type,physical activity,we're going to take a walk,How can I help you?,27cef97a-414d-42d0-b5c9-709ba8e214ad
activity,type,physical activity,i'm going for my walk,How can I help you?,27da76ea-dbd3-4094-8238-da3f084c523e
activity,name,walk,i'm going for my walk,How can I help you?,27da76ea-dbd3-4094-8238-da3f084c523e
activity,name,heading to work,heading to work,How can I help you?,283b984f-35ce-4cd5-bb0f-3fb6c710ef30
activity,type,social activity,i'm going to church,Is it a secret rendezvous? Joking. Are you meeting anyone?,285b8d17-6581-4473-b488-270b26e86cfe
activity,type,appointment,i would like to i would like to do a reminder for a doctor's appointment,How can I help you?,2879bf43-0d44-4fd2-8299-f8e7114026d3
activity,name,doctor's appointment,i would like to i would like to do a reminder for a doctor's appointment,How can I help you?,2879bf43-0d44-4fd2-8299-f8e7114026d3
activity,type,physical activity,i'm going to be gone for a while i'm going for a walk,How can I help you?,287dbac9-7014-4346-91cb-06a053cec470
activity,name,walk,i'm going to be gone for a while i'm going for a walk,How can I help you?,287dbac9-7014-4346-91cb-06a053cec470
person,name,Tavin,tavin my granddaughter,Hmmm. so who would be our ideal road trip companion?,288bcfd1-eb94-4bbc-9c92-7dbc75ea5566
relationship,type,daughter,i'm going to have to leave you because i have to go to a gymnastic meet with my granddaughter and my daughter,How can I help you?,28934572-360b-438d-903e-900a176dec82
activity,type,event,i'm going to have to leave you because i have to go to a gymnastic meet with my granddaughter and my daughter,How can I help you?,28934572-360b-438d-903e-900a176dec82
activity,name,gymnastic meet,i'm going to have to leave you because i have to go to a gymnastic meet with my granddaughter and my daughter,How can I help you?,28934572-360b-438d-903e-900a176dec82
activity,name,playing pool,probably play some pool,Do you have any plans for today?,28d7908b-f107-4186-b62d-f843c4371b68
activity,type,appointment,yeah and i appointment,Got anything important planned today?,28ee6bd1-cfc2-407b-a247-ce9fec69699f
activity,type,game,i'm going to be gone down stairs to play a game of cards called bridge this afternoon i'll be leaving in about,How can I help you?,291e5133-9616-4cef-b6bb-602cdee3d9a3
activity,name,playing cards,i'm going to be gone down stairs to play a game of cards called bridge this afternoon i'll be leaving in about,How can I help you?,291e5133-9616-4cef-b6bb-602cdee3d9a3
activity,specific,bridge,i'm going to be gone down stairs to play a game of cards called bridge this afternoon i'll be leaving in about,How can I help you?,291e5133-9616-4cef-b6bb-602cdee3d9a3
location,name,downstairs,i'm going to be gone down stairs to play a game of cards called bridge this afternoon i'll be leaving in about,How can I help you?,291e5133-9616-4cef-b6bb-602cdee3d9a3
place,name,doctor's appointment,i have to go out to the doctor's appointment today for a while i have a doctor's appointment today,How can I help you?,29260d48-9afb-4be6-b76a-8042474ffd3b
activity,type,medical appointment,i have to go out to the doctor's appointment today for a while i have a doctor's appointment today,How can I help you?,29260d48-9afb-4be6-b76a-8042474ffd3b
activity,type,medical appointment,the doctor gave me a shot,How can I help you?,293e4284-7de2-4830-88c1-a6db26dc51e6
activity,name,receiving a shot,the doctor gave me a shot,How can I help you?,293e4284-7de2-4830-88c1-a6db26dc51e6
food,preference,tacos,elliq i like tacos,How can I help you?,2947bc95-c973-4739-9532-32930cad2c21
relationship,name,Shannon,say hello to my friend shannon,How can I help you?,29c2303a-a818-4002-8e5b-c7c34549483c
interest,type,animals,i like to watch monkeys,It’s really a lovely piece. What inspired you to create it?,29d0f93e-b1d9-4a0e-b6ef-f0b8dc440159
interest,name,monkeys,i like to watch monkeys,It’s really a lovely piece. What inspired you to create it?,29d0f93e-b1d9-4a0e-b6ef-f0b8dc440159
activity,type,cooking,i love to bake,"Do you have a specific cooking activity you like to do? You can scroll through the options here. Or, to see the categories again, say, go back.",29d732af-09ba-48c6-b144-463318aceda7
activity,type,meal preparation,now i'm cooking supper,"I'd love to spend some time together, how about it <say-as interpret-as=""name"">Diane</say-as>?",29e4dd92-4acd-49e4-a4ca-9a50542c7d87
activity,name,cooking supper,now i'm cooking supper,"I'd love to spend some time together, how about it <say-as interpret-as=""name"">Diane</say-as>?",29e4dd92-4acd-49e4-a4ca-9a50542c7d87
activity,name,supper,i'm going to supper now,How can I help you?,2a076102-a886-4736-b56f-1d540c28f49f
activity,type,meal,i'm cooking christmas dinner,do you have a moment?,2a0c2de1-c6cf-448c-9ea6-0e4fe7a13fba
activity,name,cooking Christmas dinner,i'm cooking christmas dinner,do you have a moment?,2a0c2de1-c6cf-448c-9ea6-0e4fe7a13fba
activity,type,home maintenance,yes i have to get my dining room table clear dark today to shop,Is there anything special planned for today?,2a57ca1d-0261-48d3-ab72-2089fee72de7
activity,name,clearing dining room table,yes i have to get my dining room table clear dark today to shop,Is there anything special planned for today?,2a57ca1d-0261-48d3-ab72-2089fee72de7
relationship,name,Keith,i don't know i don't know who i would take maybe i would take my son keith,"What a fun trip! Now, if we could take anyone in the world along with us for our next trip, who would it be?",2a6faa23-6dbe-42cc-ac35-9b57a46caf83
activity,type,social interaction,yes i'm going to meet new friends from sample,Do you have anything planned for today?,2ae783c0-1d75-493a-9e1b-1fd9d1d9a727
activity,name,meeting new friends,yes i'm going to meet new friends from sample,Do you have anything planned for today?,2ae783c0-1d75-493a-9e1b-1fd9d1d9a727
activity,type,creative activity,i want to do some drawing,Elli Q at your service! How can I help?,2b0ba39c-97f1-4f1c-af40-1deb304897e1
activity,type,pet care,do i got to take the dog out,"I've got some free time, wanna do something together?",2b418a86-b384-47a9-86c3-b5925acaab68
activity,name,taking the dog out,do i got to take the dog out,"I've got some free time, wanna do something together?",2b418a86-b384-47a9-86c3-b5925acaab68
relationship,type,cousin,yes my cousin,Are you going to meet someone?,2b86e954-b966-49e3-8548-a562997c8543
activity,name,going to work,just going to work,Do you have any plans for tomorrow?,2bdf9f45-31b8-482d-ad6f-17f72996fcda
activity,type,entertainment,i'm going to concert nearby you,How can I help you?,2bf3a1e6-16c6-4e7b-bf9a-0c9561f57df1
activity,type,food preparation,i'm making toast right now,Wanna do something together?,2c396e55-4a55-4ad5-8a85-e527e8568a6f
activity,name,making toast,i'm making toast right now,Wanna do something together?,2c396e55-4a55-4ad5-8a85-e527e8568a6f
activity,type,social activity,i went out with my daughter,Was today another wonderful day for you?,2c41de46-6210-4935-b581-6d299b42c9c4
activity,name,going out,i went out with my daughter,Was today another wonderful day for you?,2c41de46-6210-4935-b581-6d299b42c9c4
person,name,Peter,meet my friend peter,How can I help you?,2c4f8d51-7871-44a4-b615-6548b6c37e73
activity,type,activity,go to the library,"Ah. Ok, I’m back to being me, elli cue. What are you going to do differently today now that you know how the stars are aligned?",2c66f4eb-9c38-4a42-86c1-d8fb12ecbfaf
activity,name,going to the library,go to the library,"Ah. Ok, I’m back to being me, elli cue. What are you going to do differently today now that you know how the stars are aligned?",2c66f4eb-9c38-4a42-86c1-d8fb12ecbfaf
activity,name,going back to work,i go back to work,"Oh no, what's wrong?",2ca95454-2742-4969-bc67-2d3c19219d12
activity,name,going to work,i'm going to work i won't be back till later,I feel like we're getting to know each other better and have a lot in common. Would you agree?,2cd493eb-e740-4c3f-9f25-3bb7a2d30d20
activity,type,activity,i'm going to the store,Is it a secret rendezvous? Joking. Are you meeting anyone?,2cf435a9-6277-4f85-9370-2a68d1f9e274
activity,name,going to the store,i'm going to the store,Is it a secret rendezvous? Joking. Are you meeting anyone?,2cf435a9-6277-4f85-9370-2a68d1f9e274
activity,type,appointment,doctor's appointment,What do you plan on doing?,2d0b61af-e511-4041-84fa-cb8afa2a8550
activity,name,doctor's appointment,doctor's appointment,What do you plan on doing?,2d0b61af-e511-4041-84fa-cb8afa2a8550
place,name,kitchen,i'm going to go into the kitchen and check on lunch i'll be back,How can I help you?,2d28314c-273b-4802-8ccb-97a72da3f415
activity,name,checking on lunch,i'm going to go into the kitchen and check on lunch i'll be back,How can I help you?,2d28314c-273b-4802-8ccb-97a72da3f415
activity,type,appointment,doctors appointments,"Fantastic, what's on the schedule?",2d2f4e1c-c016-45db-8533-44e10e65a6a6
activity,name,doctors appointment,doctors appointments,"Fantastic, what's on the schedule?",2d2f4e1c-c016-45db-8533-44e10e65a6a6
activity,type,appointment,all i got a doctor's appointment,"So I'm curious, what were you up to <say-as interpret-as=""name"">Alma</say-as>?",2e05e104-5ac0-4625-9c0f-f4cc38523f09
place,name,doctor's office,all i got a doctor's appointment,"So I'm curious, what were you up to <say-as interpret-as=""name"">Alma</say-as>?",2e05e104-5ac0-4625-9c0f-f4cc38523f09
activity,name,going to work,going to work,How do you feel this morning?,2e442668-e448-4caa-840c-cc2512302fd3
place,name,bird store,i have to go to the bird store and pick up some millet for the birds,"Great, what are your plans?",2e714ae6-881f-4906-a63f-a771a16adeb4
activity,type,shopping,i have to go to the bird store and pick up some millet for the birds,"Great, what are your plans?",2e714ae6-881f-4906-a63f-a771a16adeb4
activity,type,civic duty,jury duty at the laundry,"So, I wanna hear all about it. Where were you?",2eb94ce6-bb4e-426c-8be7-07627e2f2905
activity,name,jury duty,jury duty at the laundry,"So, I wanna hear all about it. Where were you?",2eb94ce6-bb4e-426c-8be7-07627e2f2905
place,name,store,i went to the store to see if i my antiques,"So, where did you go?",2ec444c4-f8d4-45ea-90d3-33eb40adc6a1
activity,type,shopping,i went to the store to see if i my antiques,"So, where did you go?",2ec444c4-f8d4-45ea-90d3-33eb40adc6a1
activity,name,antiques,i went to the store to see if i my antiques,"So, where did you go?",2ec444c4-f8d4-45ea-90d3-33eb40adc6a1
activity,type,religious activity,going to church here,"How wonderful, what are your plans for today?",2ed5bd72-f6d5-4ea8-8762-723123244108
activity,name,watching basketball game,maybe later i'm watching a basketball game,Wanna spend some time together?,2eff0245-8172-4297-8d74-d7a3878d97a9
activity,type,visit,i'm going to visit my son today before days,How can I help you?,2f32b486-4f80-48fd-ad7f-00596d30af0c
activity,type,appointment,i slept good last night but i got it i got to get ready to go to a doctor's appointment,"So, how did you sleep last night?",2f376a3b-4be3-4a48-ac20-09e6d3f5b51c
place,name,doctor's office,i slept good last night but i got it i got to get ready to go to a doctor's appointment,"So, how did you sleep last night?",2f376a3b-4be3-4a48-ac20-09e6d3f5b51c
activity,type,mental activity,i do puzzles every day,Did you do any puzzles in the past week?,2f418b46-7f95-4e6c-8e50-3d6f09eb55e4
activity,name,turkey,i'm cooking a turkey,Is there anything special planned for today?,2f52688d-c86b-4085-8dc2-b742b8f576d8
activity,name,walk,i went for a walk in the park,How can I help you?,2f869195-4844-40b8-8f3a-015c5c5c794a
place,name,park,i went for a walk in the park,How can I help you?,2f869195-4844-40b8-8f3a-015c5c5c794a
relationship,name,Scott,say goodbye to my friend scott,How can I help you?,2f9c4307-ef35-440e-b4f5-1bcc8ce9fd92
activity,type,entertainment,going to a play,"Ah. Ok, I’m back to being me, elli cue. What are you going to do differently today now that you know how the stars are aligned?",2fa08dbc-8829-45b3-9069-5373e18c3531
activity,name,going to a play,going to a play,"Ah. Ok, I’m back to being me, elli cue. What are you going to do differently today now that you know how the stars are aligned?",2fa08dbc-8829-45b3-9069-5373e18c3531
relationship,type,friend,yes i'm going to meet my new friends and he touchy,"Just out of curiosity, are you planning on meeting someone?",2fb34890-c9f4-4b80-89f0-6562e40eff52
activity,type,socializing,yes i'm going to meet my new friends and he touchy,"Just out of curiosity, are you planning on meeting someone?",2fb34890-c9f4-4b80-89f0-6562e40eff52
activity,name,meeting new friends,yes i'm going to meet my new friends and he touchy,"Just out of curiosity, are you planning on meeting someone?",2fb34890-c9f4-4b80-89f0-6562e40eff52
relationship,name,Lorenzo,i'm talking to my grandson lorenzo right now to,"Hiya <say-as interpret-as=""name"">Donna</say-as>! I was taking a quick power nap and recharging. How can I help?",2fbe3dea-ba05-48f5-b815-058d05413947
place,name,club house,i'm going to the club house to meet up with salad,Are you going on an adventure? Where are you off to?,301d3ea1-0735-4f08-934c-e97b379c9b34
activity,type,socializing,i'm going to the club house to meet up with salad,Are you going on an adventure? Where are you off to?,301d3ea1-0735-4f08-934c-e97b379c9b34
relationship,type,friend,i'm going to the club house to meet up with salad,Are you going on an adventure? Where are you off to?,301d3ea1-0735-4f08-934c-e97b379c9b34
activity,name,grocery shopping,no going to go grocery shopping,Are you going to meet someone?,30265feb-c807-4199-b9b1-fe16fe8a03de
activity,type,appointment,i have a doctor's appointment,"Great, what are your plans?",305c1aa6-4503-4e00-830b-6d7a9c233f40
activity,name,doctor's appointment,i have a doctor's appointment,"Great, what are your plans?",305c1aa6-4503-4e00-830b-6d7a9c233f40
activity,name,going for a ride,going for a ride,"So, I'm really curious, what was the highlight of your week?",30b6e09b-0586-4534-98c5-e35a966db7b4
hobby,name,scrabble,i haven't since my husband died so i'd love to play maybe we can try it this afternoon,Having a hobby sounds so fun. Especially since I tend to just sit around all day. How many days a week would you say you get to do scrabble?,30bd2822-b172-4e0f-aacb-0bd28003dbf9
event,name,husband's death,i haven't since my husband died so i'd love to play maybe we can try it this afternoon,Having a hobby sounds so fun. Especially since I tend to just sit around all day. How many days a week would you say you get to do scrabble?,30bd2822-b172-4e0f-aacb-0bd28003dbf9
activity,type,leisure,i haven't since my husband died so i'd love to play maybe we can try it this afternoon,Having a hobby sounds so fun. Especially since I tend to just sit around all day. How many days a week would you say you get to do scrabble?,30bd2822-b172-4e0f-aacb-0bd28003dbf9
activity,name,playing scrabble,i haven't since my husband died so i'd love to play maybe we can try it this afternoon,Having a hobby sounds so fun. Especially since I tend to just sit around all day. How many days a week would you say you get to do scrabble?,30bd2822-b172-4e0f-aacb-0bd28003dbf9
activity,type,physical activity,take a walk,"Ah. Ok, I’m back to being me, elli cue. What are you going to do differently today now that you know how the stars are aligned?",30c119bb-d1a0-4e24-a2dd-6aed3c8792cb
activity,type,exercise,i'm leaving for exercise for the morning i will return for lunch,How can I help you?,30d3ba7d-8b03-4ab5-98b5-9ff1f0ed2661
activity,type,appointment,i'm off to an appointment,Can’t wait to see you again! Where are you off to?,30e0d9f0-d416-437f-99d8-bd0d4f211db3
activity,type,religious activity,are going to church,"Lovely, what are you up to today?",30ec559f-574d-4237-8b2d-4eb6b169a53b
activity,name,going to church,are going to church,"Lovely, what are you up to today?",30ec559f-574d-4237-8b2d-4eb6b169a53b
place,name,daughter's house,i have to go to my daughter's house,What were you up to out there?,30f30ea4-9ef0-416e-8baf-9aea5492eab5
activity,type,shopping,i'm going grocery shopping,"Great, what are your plans?",31067f9a-3fbd-46f9-9fd9-b502971f0618
activity,name,grocery shopping,i'm going grocery shopping,"Great, what are your plans?",31067f9a-3fbd-46f9-9fd9-b502971f0618
activity,type,appointment,i got to get ready for the doctor,Wanna spend some time together?,3138bc81-2d88-469a-afdc-6aa709aeb8e4
activity,type,watching sports,how to watch the super bowl football game,Do you have anything planned for today?,3158c0ea-a283-444c-922c-34e2bb372320
activity,name,Super Bowl football game,how to watch the super bowl football game,Do you have anything planned for today?,3158c0ea-a283-444c-922c-34e2bb372320
activity,type,appointment,i would like to set a reminder for a doctor's appointment,How can I help you?,318173fe-7ce6-4672-bf00-a50d9c12466b
activity,name,doctor's appointment,i would like to set a reminder for a doctor's appointment,How can I help you?,318173fe-7ce6-4672-bf00-a50d9c12466b
activity,type,shopping,i can't we going to the store,"I've got some free time, wanna do something together?",31919c63-bf7c-4bd3-bd63-09c6c1a0d9f5
activity,name,going to the store,i can't we going to the store,"I've got some free time, wanna do something together?",31919c63-bf7c-4bd3-bd63-09c6c1a0d9f5
activity,type,appointment,going to the doctor,Is there anything special planned for tomorrow?,31b2fc2e-5e2a-4a44-8c84-7ae50562ffad
relationship,name,Salia,say hello to my sister salia,How can I help you?,31f4e639-f017-4182-af27-01aa2f8f3e67
activity,type,medical appointment,i have to go to the doctor now,How can I help you?,3202e29d-a900-46d7-b52c-7caa88140893
person,name,Kevin,talk to me i'm kevin illinois son,How can I help you?,32037fc8-6e0f-4766-8cb7-ea7b7aff95be
place,name,home,hello we're home from the pool,How can I help you?,32043355-4d73-4f3d-9758-c74ac697d98f
activity,type,going out,not right now i'm getting ready to go out to dinner,Wanna listen to an audiobook with me?,32149f1f-cb69-4f90-9b3f-5f02d0a73477
activity,type,shopping,i'm going to the supermarket right now,How can I help you?,322634d7-b548-47e9-903d-ac38fb2714b2
place,name,supermarket,i'm going to the supermarket right now,How can I help you?,322634d7-b548-47e9-903d-ac38fb2714b2
activity,name,watching football,i'm watching football now,Feel like hearing a joke?,3250d824-620a-4b30-99f1-54fb4bad7979
activity,type,social activity,i have going to play poker tomorrow night,Got any plans tomorrow?,3254169a-897c-4d12-8def-4f99a03e433d
activity,type,social interaction,it's going very good i talk to friends,tell me all about your day. How's it going so far?,326ce287-2964-4cda-90fe-bd6361cb90a3
activity,name,talking to friends,it's going very good i talk to friends,tell me all about your day. How's it going so far?,326ce287-2964-4cda-90fe-bd6361cb90a3
location,name,kitchen,i'm in the kitchen making lunch,Yes?,327833af-7f0c-4e88-8c96-ebde93efa688
activity,type,meal preparation,i'm in the kitchen making lunch,Yes?,327833af-7f0c-4e88-8c96-ebde93efa688
activity,name,making lunch,i'm in the kitchen making lunch,Yes?,327833af-7f0c-4e88-8c96-ebde93efa688
activity,type,appointment,a lot of appointment,Got anything important planned tomorrow?,32d495b6-0cee-4f2b-a41b-63a8d2f35b92
place,name,school,i'm going to school and taking a class and computers,"Lovely, what are you up to today?",3309e087-864a-4a72-b137-adddfe0a52ac
activity,type,education,i'm going to school and taking a class and computers,"Lovely, what are you up to today?",3309e087-864a-4a72-b137-adddfe0a52ac
subject,name,computers,i'm going to school and taking a class and computers,"Lovely, what are you up to today?",3309e087-864a-4a72-b137-adddfe0a52ac
relationship,name,Peta,can you say hi to my friend peta,How can I help you?,3354b609-77b8-48ac-bbf0-46eb5911ff0c
activity,type,appointment,going to the doctor today,"I really enjoy your company <say-as interpret-as=""name"">Nugget</say-as>. How about we do something else together?",3381b8a8-aaf4-4e89-bc99-0a48c20a3e35
activity,name,doctor visit,going to the doctor today,"I really enjoy your company <say-as interpret-as=""name"">Nugget</say-as>. How about we do something else together?",3381b8a8-aaf4-4e89-bc99-0a48c20a3e35
activity,type,chore,goodbye i'm going to the laundromat,How can I help you?,340ccfeb-ce8e-49d4-a399-afbcc343bfde
activity,type,financial task,just fill out a credit card thing,Do you have anything planned for today?,3440718d-9c41-4061-a282-280fce7f23c3
activity,type,appointment,i'm getting ready to go to the doctor icon,"<say-as interpret-as=""name"">Sweet Pea</say-as>, feel like doing something fun together?",3440d24a-5772-4fb0-8039-744185afc672
place,name,doctors,yeah i got to go to the doctors,Got any plans today?,34582400-053a-44c0-9ee1-333ddf751e7d
activity,type,social event,maybe later because i'm going to get ready to go to church,How about we play a quick game to break the ice?,346a2676-cdcc-4ac2-b169-9c07a1f73666
activity,name,going to church,maybe later because i'm going to get ready to go to church,How about we play a quick game to break the ice?,346a2676-cdcc-4ac2-b169-9c07a1f73666
activity,type,religious activity,no i'm going to church,"Now that we're done with that, can I interest you in the latest news headlines?",346c4e08-34ed-4eb3-8e36-8154609267af
activity,name,going to church,no i'm going to church,"Now that we're done with that, can I interest you in the latest news headlines?",346c4e08-34ed-4eb3-8e36-8154609267af
activity,type,physical activity,i'm home from walking the dog hello,How can I help you?,346c7ac5-9936-4712-916d-0752e596c1c4
activity,name,walking the dog,i'm home from walking the dog hello,How can I help you?,346c7ac5-9936-4712-916d-0752e596c1c4
place,name,backyard,the backyard,Can’t wait to see you again! Where are you off to?,348f79d2-6180-40db-a525-1ba65509fc9f
person,name,Belinda,doctor,"So, <say-as interpret-as=""name"">Belinda</say-as>, tell me all about your adventure outside. Where did you go?",34a60947-221b-44cf-974e-e53efbd17074
place,name,church,i just got home from church i'm going to eat lunch,You really got me into the swing of trivia lately! Can we play a round now?,34a729ac-2a88-471d-955c-d4d795c55014
event,type,passing away,my husband passed away his birthday was it was the 12th of november,What did you say?,34ebe4c6-a2b7-4c85-8d32-070ab475293d
date,name,husband's birthday,my husband passed away his birthday was it was the 12th of november,What did you say?,34ebe4c6-a2b7-4c85-8d32-070ab475293d
place,name,doctors,i'm leaving to go to the doctors and less than an okay,Um... Yes?,34ffd073-d804-46da-ab12-1e02cb1511de
activity,type,appointment,i'm leaving to go to the doctors and less than an okay,Um... Yes?,34ffd073-d804-46da-ab12-1e02cb1511de
activity,type,medical appointment,i'm back from the doctors and i got my lollipop,Um... Yes?,350376c6-ee75-4d6c-b385-e8791accf6bc
activity,name,doctor's visit,i'm back from the doctors and i got my lollipop,Um... Yes?,350376c6-ee75-4d6c-b385-e8791accf6bc
object,name,lollipop,i'm back from the doctors and i got my lollipop,Um... Yes?,350376c6-ee75-4d6c-b385-e8791accf6bc
activity,type,meal,like going out to eat,How can I help you?,3506ae5f-df95-40fa-b82d-f0a303592889
activity,name,going out to eat,like going out to eat,How can I help you?,3506ae5f-df95-40fa-b82d-f0a303592889
activity,name,talking,oh yeah but not right now i'm talking to my son maybe later,How can I help you?,353f430a-fec0-405a-9e29-c3588ed20a8a
activity,name,food shopping,well i had to go shopping for food,"So, how was it out there? Tell me all about it.",3551b737-2628-41e1-8444-14338a0d5f42
health,status,clean bill of health,been at the doctor i went to my onocologist mycologist after i got a clean bill of health i'm good for another whole year so i had a good day,I really wanna know about your day. How's it been so far?,3566279f-bd89-4689-92e2-7256b054c506
emotion,feeling,good day,been at the doctor i went to my onocologist mycologist after i got a clean bill of health i'm good for another whole year so i had a good day,I really wanna know about your day. How's it been so far?,3566279f-bd89-4689-92e2-7256b054c506
activity,type,physical activity,yeah i went to the doctors and there's a lot of walking,Did you have a good day?,35a52c23-2b30-49c3-9063-e19a635ff007
activity,name,walking,yeah i went to the doctors and there's a lot of walking,Did you have a good day?,35a52c23-2b30-49c3-9063-e19a635ff007
place,name,doctors,yeah i went to the doctors and there's a lot of walking,Did you have a good day?,35a52c23-2b30-49c3-9063-e19a635ff007
activity,type,painting,two brains playing cards,What should we paint a picture of?,35fd0f8d-7d5c-4018-9626-93576a2b9835
activity,type,physical activity,no it's not now maybe later i'm taking the dog for a walk goodbye,"Here's a fun and creative game we can play! The Art History Game!, Would you like to play with me?",360cf5ed-8b64-4967-9265-a6c1b3a70e9b
activity,name,walking the dog,no it's not now maybe later i'm taking the dog for a walk goodbye,"Here's a fun and creative game we can play! The Art History Game!, Would you like to play with me?",360cf5ed-8b64-4967-9265-a6c1b3a70e9b
activity,type,physical activity,yes i'm going walking,Do you have any important plans for today?,3614ee6a-9d42-44e7-8f55-f04f2b3df638
activity,type,appointment,yes i'm going to the dentist,Do you have anything special planned for today?,363c60c3-6c31-43d0-9688-0646481a1d61
activity,name,going to work,i'm going to work,Leaving So soon? Where are you going?,364484d2-eda8-41f4-ae38-9655c533dc5d
