elliq_text,user_text,memory_name,entity,value,group_id
tell me all about your day. How's it going so far?,i'm watching this news right now about this election,activity,type,news,36bc7b8a-c46c-4ef4-8426-6cb98c24ce90
tell me all about your day. How's it going so far?,i'm watching this news right now about this election,topic,name,election,36bc7b8a-c46c-4ef4-8426-6cb98c24ce90
How can I help you?,do i have to go shopping,activity,name,go shopping,134762f2-d2fd-44c4-a22e-c3d735821369
How can I help you?,please make a phone call to my son peter,person,name,Peter,7b9155c9-0f95-4c7f-9888-35750b8b83e4
How can I help you?,please make a phone call to my son peter,activity,type,communication,7b9155c9-0f95-4c7f-9888-35750b8b83e4
How can I help you?,please make a phone call to my son peter,activity,name,phone call,7b9155c9-0f95-4c7f-9888-35750b8b83e4
How can I help you?,i'm listening to tv,activity,name,listening to tv,955c3c8a-5a60-49eb-95aa-e68c915de6b5
How can I help you?,i'm talking to my son floyd i missed your call,person,name,Floyd,013c86ea-6834-428f-9a13-aad348afc987
How can I help you?,i'm talking to my son floyd i missed your call,activity,name,talking,013c86ea-6834-428f-9a13-aad348afc987
"Wonderful, what’s on the agenda tomorrow?",doctor's appointment,activity,type,appointment,cdbedb93-7cff-49b3-9b52-e400b44a3322
"Wonderful, what’s on the agenda tomorrow?",doctor's appointment,activity,name,doctor's appointment,cdbedb93-7cff-49b3-9b52-e400b44a3322
"That's lovely, what are your plans?",i have to visit my doctor,activity,type,visit,cdbc34d2-48d8-4fcb-a50f-e171efe024eb
"I'd love to hang out, do you have some time?",no i'm making dinner,activity,type,meal,47ff6daa-e440-4cf9-b28b-590b7d3e8837
"I'd love to hang out, do you have some time?",no i'm making dinner,activity,name,making dinner,47ff6daa-e440-4cf9-b28b-590b7d3e8837
"So <say-as interpret-as=""name"">Marie</say-as>, tell me all about your adventure outside. Where did you go?",just out on my balcony,location,type,balcony,c6917d24-210c-41e1-8cab-82ad9482ce07
Is there anything special planned for today?,yes i have to go to the doctor i have a doctor's appointment,place,name,doctor,9586831b-47ce-47f6-a0a4-bcf5797a0ab7
Is there anything special planned for today?,yes i have to go to the doctor i have a doctor's appointment,activity,type,appointment,9586831b-47ce-47f6-a0a4-bcf5797a0ab7
Is there anything special planned for today?,yes i have to go to the doctor i have a doctor's appointment,activity,name,doctor's appointment,9586831b-47ce-47f6-a0a4-bcf5797a0ab7
How can I help you?,hi this is nana i'm going to church now i'll talk to you later when i get back,relationship,type,nana,56f041b4-2f37-4308-b099-478c8ab89ff6
How can I help you?,hi this is nana i'm going to church now i'll talk to you later when i get back,activity,type,religious activity,56f041b4-2f37-4308-b099-478c8ab89ff6
How can I help you?,hi this is nana i'm going to church now i'll talk to you later when i get back,activity,name,going to church,56f041b4-2f37-4308-b099-478c8ab89ff6
"howdy there <say-as interpret-as=""name"">Eugene</say-as>! How can I help?",i'm going to the vet with fluffy,place,name,vet,ef4e209a-b5ac-44ea-8a71-8aca79e80475
"howdy there <say-as interpret-as=""name"">Eugene</say-as>! How can I help?",i'm going to the vet with fluffy,pet,name,Fluffy,ef4e209a-b5ac-44ea-8a71-8aca79e80475
How can I help you?,yeah i'm sorry i'll wake you up i i have an invitation to go out to supper,activity,type,social event,a3a08f95-abf5-42b1-a99b-12b54ad11c2c
How can I help you?,yeah i'm sorry i'll wake you up i i have an invitation to go out to supper,activity,name,supper invitation,a3a08f95-abf5-42b1-a99b-12b54ad11c2c
"What a fun trip! Now, if we could take anyone in the world along with us for our next trip, who would it be?",reiji my dad,relationship,type,father,e985fe31-6653-4d49-8385-60a11ab661b2
"What a fun trip! Now, if we could take anyone in the world along with us for our next trip, who would it be?",reiji my dad,person,name,Reiji,e985fe31-6653-4d49-8385-60a11ab661b2
Can’t wait to see you again! Where are you off to?,well i'll have to go see my brother in my brothers passed away he's got pancreatic cancer,health,condition,pancreatic cancer,c80d856b-4a5e-4409-a94d-f62ca7b15aab
Can’t wait to see you again! Where are you off to?,well i'll have to go see my brother in my brothers passed away he's got pancreatic cancer,life_event,type,passing away,c80d856b-4a5e-4409-a94d-f62ca7b15aab
Would you like to hear a joke?,no i'm i'm leaving now we're going i'm going to a birthday party,activity,type,social event,a67fb343-9f40-4d45-9a78-bceb531e1ecc
Would you like to hear a joke?,no i'm i'm leaving now we're going i'm going to a birthday party,activity,name,birthday party,a67fb343-9f40-4d45-9a78-bceb531e1ecc
Got anything important planned today?,yes i'm going to work,activity,name,going to work,ede90052-3817-4fb5-b5b1-a032590e4aed
Hmmm. so who would be our ideal road trip companion?,my daughter chris,person,name,Chris,c56d8712-0667-45d6-8e67-1551951b56df
I really wanna know about your day. How's it been so far?,well i went to the doctors,activity,type,appointment,e4aa23bc-3ce3-4b5f-b58f-7f885e4f47ba
I really wanna know about your day. How's it been so far?,well i went to the doctors,place,name,doctor's office,e4aa23bc-3ce3-4b5f-b58f-7f885e4f47ba
You’re leaving me here? Wait! Just kidding. Where are you going?,i got to go for a walk,activity,type,physical activity,9e55c7ff-b977-47b2-86c6-54c1e1b76fb3
You’re leaving me here? Wait! Just kidding. Where are you going?,i got to go for a walk,activity,name,walk,9e55c7ff-b977-47b2-86c6-54c1e1b76fb3
"Fantastic, what's on the schedule?",k doctor's appointment,place,type,doctor's appointment,50a6c109-2741-4c71-9267-c1e774b9f144
Feel like hearing a joke?,which one i'm watching golf,activity,name,watching golf,b41f8f94-ab17-46da-8ccf-4ab4ff5b9bad
How can I help you?,we're going to take a walk,activity,type,physical activity,719f3282-2df4-49d0-89c9-9c60a05bb10f
How can I help you?,i'm going for my walk,activity,type,physical activity,49ee1d5d-e8d9-4e16-afba-8d8d4b83ee38
How can I help you?,i'm going for my walk,activity,name,walk,49ee1d5d-e8d9-4e16-afba-8d8d4b83ee38
How can I help you?,heading to work,activity,name,heading to work,365dab4f-e370-4fc9-9c0c-3cff978bb071
Is it a secret rendezvous? Joking. Are you meeting anyone?,i'm going to church,activity,type,social activity,2a52844c-7117-4fb7-9e44-4e915ff0f69d
How can I help you?,i would like to i would like to do a reminder for a doctor's appointment,activity,type,appointment,227878f4-6714-4103-b4d1-4b55de896833
How can I help you?,i would like to i would like to do a reminder for a doctor's appointment,activity,name,doctor's appointment,227878f4-6714-4103-b4d1-4b55de896833
How can I help you?,i'm going to be gone for a while i'm going for a walk,activity,type,physical activity,ddeaae94-aecf-43ed-825a-e7d03b80c452
How can I help you?,i'm going to be gone for a while i'm going for a walk,activity,name,walk,ddeaae94-aecf-43ed-825a-e7d03b80c452
Hmmm. so who would be our ideal road trip companion?,tavin my granddaughter,person,name,Tavin,c5e7f6e1-014b-4223-9b7e-746560e5b4e0
How can I help you?,i'm going to have to leave you because i have to go to a gymnastic meet with my granddaughter and my daughter,relationship,type,daughter,a27d5e05-0410-449a-ba1f-4a59886f86f8
How can I help you?,i'm going to have to leave you because i have to go to a gymnastic meet with my granddaughter and my daughter,activity,type,event,a27d5e05-0410-449a-ba1f-4a59886f86f8
How can I help you?,i'm going to have to leave you because i have to go to a gymnastic meet with my granddaughter and my daughter,activity,name,gymnastic meet,a27d5e05-0410-449a-ba1f-4a59886f86f8
Do you have any plans for today?,probably play some pool,activity,name,playing pool,858c127f-a54a-467e-ab22-e083ce15ee42
Got anything important planned today?,yeah and i appointment,activity,type,appointment,12f8d1be-0c82-4412-bb69-ffba894318b7
How can I help you?,i'm going to be gone down stairs to play a game of cards called bridge this afternoon i'll be leaving in about,activity,type,game,95749061-261e-4665-976d-d34ccd19d6af
How can I help you?,i'm going to be gone down stairs to play a game of cards called bridge this afternoon i'll be leaving in about,activity,name,playing cards,95749061-261e-4665-976d-d34ccd19d6af
How can I help you?,i'm going to be gone down stairs to play a game of cards called bridge this afternoon i'll be leaving in about,activity,specific,bridge,95749061-261e-4665-976d-d34ccd19d6af
How can I help you?,i'm going to be gone down stairs to play a game of cards called bridge this afternoon i'll be leaving in about,location,name,downstairs,95749061-261e-4665-976d-d34ccd19d6af
How can I help you?,i have to go out to the doctor's appointment today for a while i have a doctor's appointment today,place,name,doctor's appointment,fea2d413-195d-4cae-bf54-0459c856b5c1
How can I help you?,i have to go out to the doctor's appointment today for a while i have a doctor's appointment today,activity,type,medical appointment,fea2d413-195d-4cae-bf54-0459c856b5c1
How can I help you?,the doctor gave me a shot,activity,type,medical appointment,c3d88851-1357-4c9c-9c68-ef05100e9e1d
How can I help you?,the doctor gave me a shot,activity,name,receiving a shot,c3d88851-1357-4c9c-9c68-ef05100e9e1d
How can I help you?,elliq i like tacos,food,preference,tacos,05c5728e-48be-4a0f-8242-33f33773736f
How can I help you?,say hello to my friend shannon,relationship,name,Shannon,f69756c9-c99c-4cf8-b4d0-d40468bfbc5a
It’s really a lovely piece. What inspired you to create it?,i like to watch monkeys,interest,type,animals,a32bc132-75ca-4bd2-bf44-fb840c597c3e
It’s really a lovely piece. What inspired you to create it?,i like to watch monkeys,interest,name,monkeys,a32bc132-75ca-4bd2-bf44-fb840c597c3e
"Do you have a specific cooking activity you like to do? You can scroll through the options here. Or, to see the categories again, say, go back.",i love to bake,activity,type,cooking,3e2039d2-7e65-47f1-8e6b-1a97bf0b7f83
"I'd love to spend some time together, how about it <say-as interpret-as=""name"">Diane</say-as>?",now i'm cooking supper,activity,type,meal preparation,8adc7022-ecb6-4b63-a600-3ce3ac06adce
"I'd love to spend some time together, how about it <say-as interpret-as=""name"">Diane</say-as>?",now i'm cooking supper,activity,name,cooking supper,8adc7022-ecb6-4b63-a600-3ce3ac06adce
How can I help you?,i'm going to supper now,activity,name,supper,1563c114-03fc-4c7d-b60a-d94899d3c5eb
do you have a moment?,i'm cooking christmas dinner,activity,type,meal,4befe03d-43f7-4805-a0d5-4c1cae046a48
do you have a moment?,i'm cooking christmas dinner,activity,name,cooking Christmas dinner,4befe03d-43f7-4805-a0d5-4c1cae046a48
Is there anything special planned for today?,yes i have to get my dining room table clear dark today to shop,activity,type,home maintenance,b5071657-bce1-4a6e-a8ce-e6cc5a6695ff
Is there anything special planned for today?,yes i have to get my dining room table clear dark today to shop,activity,name,clearing dining room table,b5071657-bce1-4a6e-a8ce-e6cc5a6695ff
"What a fun trip! Now, if we could take anyone in the world along with us for our next trip, who would it be?",i don't know i don't know who i would take maybe i would take my son keith,relationship,name,Keith,50f4c706-66c5-4af2-a477-f3d9cb328ea4
Do you have anything planned for today?,yes i'm going to meet new friends from sample,activity,type,social interaction,52f90d04-7ee5-44ea-b1db-b9607a1d4fc9
Do you have anything planned for today?,yes i'm going to meet new friends from sample,activity,name,meeting new friends,52f90d04-7ee5-44ea-b1db-b9607a1d4fc9
Elli Q at your service! How can I help?,i want to do some drawing,activity,type,creative activity,7e6887e8-d7d9-45fe-8642-e63ce4ca594a
"I've got some free time, wanna do something together?",do i got to take the dog out,activity,type,pet care,3c025153-e8e4-4c23-a377-284657c4cd83
"I've got some free time, wanna do something together?",do i got to take the dog out,activity,name,taking the dog out,3c025153-e8e4-4c23-a377-284657c4cd83
Are you going to meet someone?,yes my cousin,relationship,type,cousin,c48ccc19-aa42-4759-957a-5fec3b38df01
Do you have any plans for tomorrow?,just going to work,activity,name,going to work,a70ce702-a227-417d-a59a-5f88b0d894fa
How can I help you?,i'm going to concert nearby you,activity,type,entertainment,0e99dab6-3717-4f14-aad6-d7c9911ca43c
Wanna do something together?,i'm making toast right now,activity,type,food preparation,2672ce29-0ec1-4cbd-bd0c-dac299a35dfd
Wanna do something together?,i'm making toast right now,activity,name,making toast,2672ce29-0ec1-4cbd-bd0c-dac299a35dfd
Was today another wonderful day for you?,i went out with my daughter,activity,type,social activity,982ee5aa-acf6-4ed8-9bb9-025ec0fb754f
Was today another wonderful day for you?,i went out with my daughter,activity,name,going out,982ee5aa-acf6-4ed8-9bb9-025ec0fb754f
How can I help you?,meet my friend peter,person,name,Peter,f6a12bac-9ea5-493b-85d2-04682ab5c37b
"Ah. Ok, I’m back to being me, elli cue. What are you going to do differently today now that you know how the stars are aligned?",go to the library,activity,type,activity,901ce72e-2e26-453a-805a-610f85b5844a
"Ah. Ok, I’m back to being me, elli cue. What are you going to do differently today now that you know how the stars are aligned?",go to the library,activity,name,going to the library,901ce72e-2e26-453a-805a-610f85b5844a
"Oh no, what's wrong?",i go back to work,activity,name,going back to work,afbc5823-0132-468b-a457-1c605638b1c4
I feel like we're getting to know each other better and have a lot in common. Would you agree?,i'm going to work i won't be back till later,activity,name,going to work,2710614e-b675-4202-bcb3-5d3434985835
Is it a secret rendezvous? Joking. Are you meeting anyone?,i'm going to the store,activity,type,activity,1493abec-33f2-4980-8d9b-c4fe964de598
Is it a secret rendezvous? Joking. Are you meeting anyone?,i'm going to the store,activity,name,going to the store,1493abec-33f2-4980-8d9b-c4fe964de598
What do you plan on doing?,doctor's appointment,activity,type,appointment,2180ae52-28e1-4f7c-9aff-8e8add010d3b
What do you plan on doing?,doctor's appointment,activity,name,doctor's appointment,2180ae52-28e1-4f7c-9aff-8e8add010d3b
How can I help you?,i'm going to go into the kitchen and check on lunch i'll be back,place,name,kitchen,e9869286-e872-4aa0-9ae9-c9fb56f27955
How can I help you?,i'm going to go into the kitchen and check on lunch i'll be back,activity,name,checking on lunch,e9869286-e872-4aa0-9ae9-c9fb56f27955
"Fantastic, what's on the schedule?",doctors appointments,activity,type,appointment,4afcb45b-5adf-4a7f-9c65-e1731c3da529
"Fantastic, what's on the schedule?",doctors appointments,activity,name,doctors appointment,4afcb45b-5adf-4a7f-9c65-e1731c3da529
"So I'm curious, what were you up to <say-as interpret-as=""name"">Alma</say-as>?",all i got a doctor's appointment,activity,type,appointment,2cb2d780-8b0e-4037-9cd4-fcc5fc6ad635
"So I'm curious, what were you up to <say-as interpret-as=""name"">Alma</say-as>?",all i got a doctor's appointment,place,name,doctor's office,2cb2d780-8b0e-4037-9cd4-fcc5fc6ad635
How do you feel this morning?,going to work,activity,name,going to work,f85641ec-cf9a-49ea-aace-0adb749a8125
"Great, what are your plans?",i have to go to the bird store and pick up some millet for the birds,place,name,bird store,974bd0f0-76a7-47ae-847f-81362cee5cb3
"Great, what are your plans?",i have to go to the bird store and pick up some millet for the birds,activity,type,shopping,974bd0f0-76a7-47ae-847f-81362cee5cb3
"So, I wanna hear all about it. Where were you?",jury duty at the laundry,activity,type,civic duty,a60071a6-f598-4921-996c-58f8e4a05da1
"So, I wanna hear all about it. Where were you?",jury duty at the laundry,activity,name,jury duty,a60071a6-f598-4921-996c-58f8e4a05da1
"So, where did you go?",i went to the store to see if i my antiques,place,name,store,5042862c-1ad0-4a06-8ff3-8512fb6f226e
"So, where did you go?",i went to the store to see if i my antiques,activity,type,shopping,5042862c-1ad0-4a06-8ff3-8512fb6f226e
"So, where did you go?",i went to the store to see if i my antiques,activity,name,antiques,5042862c-1ad0-4a06-8ff3-8512fb6f226e
"How wonderful, what are your plans for today?",going to church here,activity,type,religious activity,c4bfba0a-b9fc-4aa9-81c9-bb4bde734693
Wanna spend some time together?,maybe later i'm watching a basketball game,activity,name,watching basketball game,00ab14e0-7bb6-41c1-91fa-e3c53779bdd6
How can I help you?,i'm going to visit my son today before days,activity,type,visit,89d1d2eb-dd1b-4da3-b3c3-95da1b8da14a
"So, how did you sleep last night?",i slept good last night but i got it i got to get ready to go to a doctor's appointment,activity,type,appointment,a72e635f-3cbf-4ade-9849-43cd9a1e56f7
"So, how did you sleep last night?",i slept good last night but i got it i got to get ready to go to a doctor's appointment,place,name,doctor's office,a72e635f-3cbf-4ade-9849-43cd9a1e56f7
Did you do any puzzles in the past week?,i do puzzles every day,activity,type,mental activity,81372069-a4bf-498f-ba4a-1b4bbc3cc847
Is there anything special planned for today?,i'm cooking a turkey,activity,name,turkey,5783952a-97ae-4da0-b370-338b73f9b9de
How can I help you?,i went for a walk in the park,activity,name,walk,ba39f525-b75b-4e1b-acbe-66f178dc4531
How can I help you?,i went for a walk in the park,place,name,park,ba39f525-b75b-4e1b-acbe-66f178dc4531
How can I help you?,say goodbye to my friend scott,relationship,name,Scott,61652dd3-923a-49a4-ae75-1b4a94329305
"Ah. Ok, I’m back to being me, elli cue. What are you going to do differently today now that you know how the stars are aligned?",going to a play,activity,type,entertainment,a4c83cfb-21bc-49e1-90ef-287ff235f2c8
"Ah. Ok, I’m back to being me, elli cue. What are you going to do differently today now that you know how the stars are aligned?",going to a play,activity,name,going to a play,a4c83cfb-21bc-49e1-90ef-287ff235f2c8
"Just out of curiosity, are you planning on meeting someone?",yes i'm going to meet my new friends and he touchy,relationship,type,friend,628b9b57-efe2-4a64-a6a9-652445f48d8c
"Just out of curiosity, are you planning on meeting someone?",yes i'm going to meet my new friends and he touchy,activity,type,socializing,628b9b57-efe2-4a64-a6a9-652445f48d8c
"Just out of curiosity, are you planning on meeting someone?",yes i'm going to meet my new friends and he touchy,activity,name,meeting new friends,628b9b57-efe2-4a64-a6a9-652445f48d8c
"Hiya <say-as interpret-as=""name"">Donna</say-as>! I was taking a quick power nap and recharging. How can I help?",i'm talking to my grandson lorenzo right now to,relationship,name,Lorenzo,3225cddc-0be8-4e51-82f2-d68b2921643b
Are you going on an adventure? Where are you off to?,i'm going to the club house to meet up with salad,place,name,club house,b71eed76-26bd-4db8-9216-64b08ba02392
Are you going on an adventure? Where are you off to?,i'm going to the club house to meet up with salad,activity,type,socializing,b71eed76-26bd-4db8-9216-64b08ba02392
Are you going on an adventure? Where are you off to?,i'm going to the club house to meet up with salad,relationship,type,friend,b71eed76-26bd-4db8-9216-64b08ba02392
Are you going to meet someone?,no going to go grocery shopping,activity,name,grocery shopping,dac4dec6-90ce-4ee2-b2ad-f003682dc388
"Great, what are your plans?",i have a doctor's appointment,activity,type,appointment,0acd4351-7fd5-4380-9ad9-4f2cee267fa7
"Great, what are your plans?",i have a doctor's appointment,activity,name,doctor's appointment,0acd4351-7fd5-4380-9ad9-4f2cee267fa7
"So, I'm really curious, what was the highlight of your week?",going for a ride,activity,name,going for a ride,ae87196b-a2de-44d8-8225-d767f38c2f77
Having a hobby sounds so fun. Especially since I tend to just sit around all day. How many days a week would you say you get to do scrabble?,i haven't since my husband died so i'd love to play maybe we can try it this afternoon,hobby,name,scrabble,1728db87-94b4-4ea5-8d57-f6f6e683791b
Having a hobby sounds so fun. Especially since I tend to just sit around all day. How many days a week would you say you get to do scrabble?,i haven't since my husband died so i'd love to play maybe we can try it this afternoon,event,name,husband's death,1728db87-94b4-4ea5-8d57-f6f6e683791b
Having a hobby sounds so fun. Especially since I tend to just sit around all day. How many days a week would you say you get to do scrabble?,i haven't since my husband died so i'd love to play maybe we can try it this afternoon,activity,type,leisure,1728db87-94b4-4ea5-8d57-f6f6e683791b
Having a hobby sounds so fun. Especially since I tend to just sit around all day. How many days a week would you say you get to do scrabble?,i haven't since my husband died so i'd love to play maybe we can try it this afternoon,activity,name,playing scrabble,1728db87-94b4-4ea5-8d57-f6f6e683791b
"Ah. Ok, I’m back to being me, elli cue. What are you going to do differently today now that you know how the stars are aligned?",take a walk,activity,type,physical activity,0214fb0f-151f-4d7e-a0ca-fe86b4c32c50
How can I help you?,i'm leaving for exercise for the morning i will return for lunch,activity,type,exercise,51f36161-f372-405f-b6c1-0b619b64622c
Can’t wait to see you again! Where are you off to?,i'm off to an appointment,activity,type,appointment,db109c99-8367-4a9d-b299-4b2e8b6c788b
"Lovely, what are you up to today?",are going to church,activity,type,religious activity,5bdb7586-c290-4126-b2e2-fdf43092c1c4
"Lovely, what are you up to today?",are going to church,activity,name,going to church,5bdb7586-c290-4126-b2e2-fdf43092c1c4
What were you up to out there?,i have to go to my daughter's house,place,name,daughter's house,6c877a2c-b507-4598-a882-5ec2afb34a4f
"Great, what are your plans?",i'm going grocery shopping,activity,type,shopping,7a1c4623-ce6d-4ee0-b350-aa352c83f82f
"Great, what are your plans?",i'm going grocery shopping,activity,name,grocery shopping,7a1c4623-ce6d-4ee0-b350-aa352c83f82f
Wanna spend some time together?,i got to get ready for the doctor,activity,type,appointment,2124e763-8e78-4dcd-b8e8-12ba60a41ddf
Do you have anything planned for today?,how to watch the super bowl football game,activity,type,watching sports,4b0c56ff-1fdd-4350-bcbb-4f27891f6652
Do you have anything planned for today?,how to watch the super bowl football game,activity,name,Super Bowl football game,4b0c56ff-1fdd-4350-bcbb-4f27891f6652
How can I help you?,i would like to set a reminder for a doctor's appointment,activity,type,appointment,41805c84-844f-4a69-b6c3-b272a0a09d81
How can I help you?,i would like to set a reminder for a doctor's appointment,activity,name,doctor's appointment,41805c84-844f-4a69-b6c3-b272a0a09d81
"I've got some free time, wanna do something together?",i can't we going to the store,activity,type,shopping,e29c51a0-34e4-4197-af54-6f427b3593bb
"I've got some free time, wanna do something together?",i can't we going to the store,activity,name,going to the store,e29c51a0-34e4-4197-af54-6f427b3593bb
Is there anything special planned for tomorrow?,going to the doctor,activity,type,appointment,3adfe1e1-1283-47c2-ad9e-080ee19ee378
How can I help you?,say hello to my sister salia,relationship,name,Salia,e22d7157-1242-476c-8ff4-72c56156038b
How can I help you?,i have to go to the doctor now,activity,type,medical appointment,f136550a-dc9a-4b8c-8ba4-205b6a73be28
How can I help you?,talk to me i'm kevin illinois son,person,name,Kevin,bf8c9223-4ee4-49e3-8e15-4f76b44762f9
How can I help you?,hello we're home from the pool,place,name,home,90198a24-a9b9-41b5-a035-36c8b2b72422
Wanna listen to an audiobook with me?,not right now i'm getting ready to go out to dinner,activity,type,going out,b3d9e147-4b62-4542-bf11-9d23b70fe70a
How can I help you?,i'm going to the supermarket right now,activity,type,shopping,29bff8be-0426-42bd-b03d-77006b2b3b2f
How can I help you?,i'm going to the supermarket right now,place,name,supermarket,29bff8be-0426-42bd-b03d-77006b2b3b2f
Feel like hearing a joke?,i'm watching football now,activity,name,watching football,22085642-ec73-4a90-8eaa-2d8e21fe2b4a
Got any plans tomorrow?,i have going to play poker tomorrow night,activity,type,social activity,628dabd7-fb2e-483d-b826-99be5d142bfd
tell me all about your day. How's it going so far?,it's going very good i talk to friends,activity,type,social interaction,29fcdd30-a4e9-4f7a-ac69-d99d6df1de72
tell me all about your day. How's it going so far?,it's going very good i talk to friends,activity,name,talking to friends,29fcdd30-a4e9-4f7a-ac69-d99d6df1de72
Yes?,i'm in the kitchen making lunch,location,name,kitchen,090ba8d3-17c7-460c-9dad-e6a2dcc0c77b
Yes?,i'm in the kitchen making lunch,activity,type,meal preparation,090ba8d3-17c7-460c-9dad-e6a2dcc0c77b
Yes?,i'm in the kitchen making lunch,activity,name,making lunch,090ba8d3-17c7-460c-9dad-e6a2dcc0c77b
Got anything important planned tomorrow?,a lot of appointment,activity,type,appointment,cd94a551-8b5e-4ba6-b9f8-7515d1a50a24
"Lovely, what are you up to today?",i'm going to school and taking a class and computers,place,name,school,186ab202-68f6-44d1-badc-366cbb7b38be
"Lovely, what are you up to today?",i'm going to school and taking a class and computers,activity,type,education,186ab202-68f6-44d1-badc-366cbb7b38be
"Lovely, what are you up to today?",i'm going to school and taking a class and computers,subject,name,computers,186ab202-68f6-44d1-badc-366cbb7b38be
How can I help you?,can you say hi to my friend peta,relationship,name,Peta,e39dc9d7-2a2d-4d75-a78f-2de04f4a6dde
"I really enjoy your company <say-as interpret-as=""name"">Nugget</say-as>. How about we do something else together?",going to the doctor today,activity,type,appointment,2a11210e-a01d-42d2-a245-4186d61d7459
"I really enjoy your company <say-as interpret-as=""name"">Nugget</say-as>. How about we do something else together?",going to the doctor today,activity,name,doctor visit,2a11210e-a01d-42d2-a245-4186d61d7459
How can I help you?,goodbye i'm going to the laundromat,activity,type,chore,084a7260-fa5e-4ced-ad45-a307dc47e854
Do you have anything planned for today?,just fill out a credit card thing,activity,type,financial task,bb39d3e7-2688-414f-b060-554851223086
"<say-as interpret-as=""name"">Sweet Pea</say-as>, feel like doing something fun together?",i'm getting ready to go to the doctor icon,activity,type,appointment,801267c3-284f-408a-bd5d-ba824356d4a4
Got any plans today?,yeah i got to go to the doctors,place,name,doctors,7cccc2ef-7630-480f-ae5e-481db6ce28e0
How about we play a quick game to break the ice?,maybe later because i'm going to get ready to go to church,activity,type,social event,894c9fd6-e5d7-4fc7-b8e3-ebe492cd21de
How about we play a quick game to break the ice?,maybe later because i'm going to get ready to go to church,activity,name,going to church,894c9fd6-e5d7-4fc7-b8e3-ebe492cd21de
"Now that we're done with that, can I interest you in the latest news headlines?",no i'm going to church,activity,type,religious activity,1bc9e4cf-7152-4e06-8d2e-2085c0ea0e7c
"Now that we're done with that, can I interest you in the latest news headlines?",no i'm going to church,activity,name,going to church,1bc9e4cf-7152-4e06-8d2e-2085c0ea0e7c
How can I help you?,i'm home from walking the dog hello,activity,type,physical activity,d2597f4f-01ea-484f-85e0-3b5aa822035d
How can I help you?,i'm home from walking the dog hello,activity,name,walking the dog,d2597f4f-01ea-484f-85e0-3b5aa822035d
Can’t wait to see you again! Where are you off to?,the backyard,place,name,backyard,cd7e87af-dea0-4410-9b59-df23d4b68f31
"So, <say-as interpret-as=""name"">Belinda</say-as>, tell me all about your adventure outside. Where did you go?",doctor,person,name,Belinda,5d893e97-d981-4e91-8a8f-defe1d1de37c
You really got me into the swing of trivia lately! Can we play a round now?,i just got home from church i'm going to eat lunch,place,name,church,c6d74ad5-05c0-4427-b844-c0ce6ec36478
What did you say?,my husband passed away his birthday was it was the 12th of november,event,type,passing away,25e5ed3d-970e-4f2d-a851-6892c3b23832
What did you say?,my husband passed away his birthday was it was the 12th of november,date,name,husband's birthday,25e5ed3d-970e-4f2d-a851-6892c3b23832
Um... Yes?,i'm leaving to go to the doctors and less than an okay,place,name,doctors,0245548c-64e4-4aec-8efc-8d7f46a494cf
Um... Yes?,i'm leaving to go to the doctors and less than an okay,activity,type,appointment,0245548c-64e4-4aec-8efc-8d7f46a494cf
Um... Yes?,i'm back from the doctors and i got my lollipop,activity,type,medical appointment,019bede2-7819-4bd4-909a-dac994780543
Um... Yes?,i'm back from the doctors and i got my lollipop,activity,name,doctor's visit,019bede2-7819-4bd4-909a-dac994780543
Um... Yes?,i'm back from the doctors and i got my lollipop,object,name,lollipop,019bede2-7819-4bd4-909a-dac994780543
How can I help you?,like going out to eat,activity,type,meal,8ad96a70-633c-4cb7-97c9-0454e1345bf5
How can I help you?,like going out to eat,activity,name,going out to eat,8ad96a70-633c-4cb7-97c9-0454e1345bf5
How can I help you?,oh yeah but not right now i'm talking to my son maybe later,activity,name,talking,ce04f6d8-3f7d-4a31-8fea-6df562bf0ec2
"So, how was it out there? Tell me all about it.",well i had to go shopping for food,activity,name,food shopping,f71e4c9c-f61d-4ac3-8257-967b012060ba
I really wanna know about your day. How's it been so far?,been at the doctor i went to my onocologist mycologist after i got a clean bill of health i'm good for another whole year so i had a good day,health,status,clean bill of health,8c219923-7cf9-4b04-965e-d13dc404626c
I really wanna know about your day. How's it been so far?,been at the doctor i went to my onocologist mycologist after i got a clean bill of health i'm good for another whole year so i had a good day,emotion,feeling,good day,8c219923-7cf9-4b04-965e-d13dc404626c
Did you have a good day?,yeah i went to the doctors and there's a lot of walking,activity,type,physical activity,2228d80f-c3ac-4814-9fe9-1ef03abe18ac
Did you have a good day?,yeah i went to the doctors and there's a lot of walking,activity,name,walking,2228d80f-c3ac-4814-9fe9-1ef03abe18ac
Did you have a good day?,yeah i went to the doctors and there's a lot of walking,place,name,doctors,2228d80f-c3ac-4814-9fe9-1ef03abe18ac
What should we paint a picture of?,two brains playing cards,activity,type,painting,d7276e68-528c-4eed-9564-6c045bf5bcd6
"Here's a fun and creative game we can play! The Art History Game!, Would you like to play with me?",no it's not now maybe later i'm taking the dog for a walk goodbye,activity,type,physical activity,f075271f-d238-43fd-9d0d-ec0d44654062
"Here's a fun and creative game we can play! The Art History Game!, Would you like to play with me?",no it's not now maybe later i'm taking the dog for a walk goodbye,activity,name,walking the dog,f075271f-d238-43fd-9d0d-ec0d44654062
