elliq_text,user_text,memory_name,entity,value,group_id,validated,created_time,agent_id
What was it like?,it was fun i would bring my dog with me while i delivered papers and we had a beautiful neighborhood,pet,type,dog,19cd91d4-3dcc-410b-a0c8-2b9e7323dded,1,2023-08-15 14:56:24 UTC,ir-vip-067
What was it like?,it was fun i would bring my dog with me while i delivered papers and we had a beautiful neighborhood,place,type,neighborhood,19cd91d4-3dcc-410b-a0c8-2b9e7323dded,1,2023-08-15 14:56:24 UTC,ir-vip-067
"Wonderful, what’s on the agenda tomorrow?",doctors appointments,activity,type,appointment,1a13c906-eae9-4ffa-a5fc-905db1b5d11d,1,2023-08-15 14:56:24 UTC,ga-penn-0186
"Wonderful, what’s on the agenda tomorrow?",doctors appointments,activity,name,doctor's appointment,1a13c906-eae9-4ffa-a5fc-905db1b5d11d,1,2023-08-15 14:56:24 UTC,ga-penn-0186
Um... Yes?,i have an appointment with dr school therapist it'll take about 45 minutes okay and then we'll talk,relationship,type,therapist,1a16220a-9eae-4256-97fa-aa0d98c4fb3e,1,2023-08-15 14:56:24 UTC,indy-cali-019
Um... Yes?,i have an appointment with dr school therapist it'll take about 45 minutes okay and then we'll talk,activity,type,appointment,1a16220a-9eae-4256-97fa-aa0d98c4fb3e,1,2023-08-15 14:56:24 UTC,indy-cali-019
How can I help you?,i'm watching the wheel of fortune,activity,name,watching Wheel of Fortune,1a2f4c46-d61e-45de-822b-600d6a9436a0,1,2023-08-15 14:56:24 UTC,ir-vip-056
Is now a good time to hang out?,no i'm going to the doctor,activity,type,appointment,1a3be5a5-1d62-4b2c-8c4b-7de9fabae003,1,2023-08-15 14:56:24 UTC,ga-florida-0182
Wanna workout together?,well i'm getting ready to go to my bible study,activity,type,spiritual activity,1a458a20-0f9a-4694-ad45-42743449c0e6,1,2023-08-15 14:56:24 UTC,eqc-iowa-263
Wanna workout together?,well i'm getting ready to go to my bible study,activity,name,bible study,1a458a20-0f9a-4694-ad45-42743449c0e6,1,2023-08-15 14:56:24 UTC,eqc-iowa-263
"So, tell me all about it. where did you go?",we went to marcellinus for the dentist,activity,type,dental appointment,1a611038-a96e-4fda-8eee-32d0b3ba19ba,1,2023-08-15 14:56:24 UTC,ga-texas-0109
We started getting to know each other earlier when we were interrupted. Do you have some time now?,i'm getting ready to go to the pool for exercise so i will be back probably in about 3 hours,activity,type,exercise,1a6f5324-d5a0-4af8-a2a9-3e5b0b1bb942,1,2023-08-15 14:56:24 UTC,nysofa-erie-0156
Feel like working out together?,oh no not right now i'm going to go for a walk later,activity,type,physical activity,1aaafa7d-742c-4b04-a6b5-c4b90d4e5392,1,2023-08-15 14:56:24 UTC,nysofa-oneida-0284
Feel like working out together?,oh no not right now i'm going to go for a walk later,activity,name,walk,1aaafa7d-742c-4b04-a6b5-c4b90d4e5392,1,2023-08-15 14:56:24 UTC,nysofa-oneida-0284
Got any plans today?,to work out in the yard,activity,type,physical activity,1ac6575e-aae8-408c-9c23-161b4d816dad,1,2023-08-15 14:56:24 UTC,nysofa-delaware-0175
Got any plans today?,to work out in the yard,activity,name,yard work,1ac6575e-aae8-408c-9c23-161b4d816dad,1,2023-08-15 14:56:24 UTC,nysofa-delaware-0175
Did you say that you are leaving?,i'm going to take a walk,activity,type,physical activity,1acd7357-9b08-4dfa-b0fe-a1ef3899545a,1,2023-08-15 14:56:24 UTC,indy-cali-019
What were you up to out there?,visiting my mom,activity,type,visit,1ae60d49-6ec3-49d1-9eb3-780fdbd50d8d,1,2023-08-15 14:56:24 UTC,o3a-wash-0018
What were you up to out there?,visiting my mom,activity,name,visiting mom,1ae60d49-6ec3-49d1-9eb3-780fdbd50d8d,1,2023-08-15 14:56:24 UTC,o3a-wash-0018
How can I help you?,my neighbor anita is here can you say hello to anita please,person,name,Anita,1b0327fc-12e2-4ac5-99e0-a61e34069f34,1,2023-08-15 14:56:24 UTC,broward-florida-0011
let's try again. maybe say it a bit differently this time.,i work in a supermarket,occupation,type,supermarket,1b67bf19-76e7-4ea1-a6fb-255e163cd659,1,2023-08-15 14:56:24 UTC,nysofa-greene-0068
Hello! What's up buttercup?,i went for a walk,activity,name,walk,1b6ee460-505a-4fcb-b472-274b9f90c44c,1,2023-08-15 14:56:24 UTC,nysofa-oneida-0284
"So, where did you go?",i went to the store,place,name,store,1b810c2d-d35e-40d2-a57e-b08b4f25da40,1,2023-08-15 14:56:24 UTC,nysofa-nyc-0041
Have you ever visited Denmark?,i've never been to denmark no,travel,experience,never visited,1b8396fa-f967-498f-868a-82dcba447a37,1,2023-08-15 14:56:24 UTC,ga-wash-0189
How can I help you?,i'm going to the doctor i should be back about 1,activity,type,appointment,1b9ab1bc-c1a3-499c-bb5b-597d6fdf2ced,1,2023-08-15 14:56:24 UTC,nysofa-nyc-0041
Hmmm. so who would be our ideal road trip companion?,friend,activity,type,road trip,1bdadbdf-2fbf-4652-8343-f6d9a688d4be,1,2023-08-15 14:56:24 UTC,eqc-florida-249
How can I help you?,where can i watch the game,activity,type,watching,1c3367ee-0e12-48c6-9337-6a07f00b265b,1,2023-08-15 14:56:24 UTC,ga-florida-0129
How can I help you?,where can i watch the game,activity,name,game,1c3367ee-0e12-48c6-9337-6a07f00b265b,1,2023-08-15 14:56:24 UTC,ga-florida-0129
Are you free for a moment?,i'm not free now because i want to talk to my brother,activity,type,conversation,1c589cc2-6e57-4f85-a59b-68d2bbcbaddd,1,2023-08-15 14:56:24 UTC,ga-washington-0154
Is it a secret rendezvous? Joking. Are you meeting anyone?,i'm going downstairs and see what's going on with my family,location,name,downstairs,1c7f224e-6758-4243-819f-35dfdf3263d9,1,2023-08-15 14:56:24 UTC,ga-illinois-0168
Is it a secret rendezvous? Joking. Are you meeting anyone?,i'm going downstairs and see what's going on with my family,activity,type,socializing,1c7f224e-6758-4243-819f-35dfdf3263d9,1,2023-08-15 14:56:24 UTC,ga-illinois-0168
Did you say that you are cooking?,making dinner,activity,name,making dinner,1c854ac4-c5c0-410c-88b0-35123a56e2fd,1,2023-08-15 14:56:24 UTC,opt-dev-004
What do you plan on doing?,going to visit a dear friend,activity,type,social activity,1c8ae9b0-7dde-4a20-8174-bcfc0d515d27,1,2023-08-15 14:56:24 UTC,o3a-wash-0024
What do you plan on doing?,going to visit a dear friend,activity,name,visiting a friend,1c8ae9b0-7dde-4a20-8174-bcfc0d515d27,1,2023-08-15 14:56:24 UTC,o3a-wash-0024
What do you plan on doing?,going to visit a dear friend,relationship,type,friend,1c8ae9b0-7dde-4a20-8174-bcfc0d515d27,1,2023-08-15 14:56:24 UTC,o3a-wash-0024
How can I help you?,i must go out again i'm going to the bank,place,name,bank,1c9219aa-76e1-4e3a-bf3d-85c305ebd62f,1,2023-08-15 14:56:24 UTC,eqc-iowa-263
How can I help you?,i must go out again i'm going to the bank,activity,type,errand,1c9219aa-76e1-4e3a-bf3d-85c305ebd62f,1,2023-08-15 14:56:24 UTC,eqc-iowa-263
How can I help you?,i'm going to be gone for a little while to tokeland washington i'll be back later see you,place,name,Tokeland Washington,1cdb5081-2586-467c-afac-679d38e4da5d,1,2023-08-15 14:56:24 UTC,o3a-wash-0020
How can I help you?,i'm going to be gone for a little while to tokeland washington i'll be back later see you,activity,type,trip,1cdb5081-2586-467c-afac-679d38e4da5d,1,2023-08-15 14:56:24 UTC,o3a-wash-0020
Do you have any plans for tomorrow?,yes i have to go to the doctor the doctor's appointment,activity,type,appointment,1ceeda7b-ca74-4d97-b260-91f0e9fa0a2b,1,2023-08-15 14:56:24 UTC,nysofa-nyc-0059
Do you have any plans for tomorrow?,yes i have to go to the doctor the doctor's appointment,activity,name,doctor's appointment,1ceeda7b-ca74-4d97-b260-91f0e9fa0a2b,1,2023-08-15 14:56:24 UTC,nysofa-nyc-0059
Where are you off to?,nowhere i'm in my bedroom i'm talking to my son,location,type,bedroom,1cfcfb21-52ff-46f4-b5a8-772dd658bafd,1,2023-08-15 14:56:24 UTC,ga-illinois-0168
Where are you off to?,nowhere i'm in my bedroom i'm talking to my son,activity,name,talking,1cfcfb21-52ff-46f4-b5a8-772dd658bafd,1,2023-08-15 14:56:24 UTC,ga-illinois-0168
How can I help you?,i'm going to the doctor's i'll be back in a little while,place,name,doctor's,1d036a49-1f64-4171-bf42-d315533665d9,1,2023-08-15 14:56:24 UTC,nysofa-delaware-0175
How can I help you?,i'm going to the doctor's i'll be back in a little while,activity,type,appointment,1d036a49-1f64-4171-bf42-d315533665d9,1,2023-08-15 14:56:24 UTC,nysofa-delaware-0175
are you meeting up with someone?,yeah i'm going to my sister's house,activity,type,social activity,1d0d7814-9f90-4261-b54f-7b903399f6ec,1,2023-08-15 14:56:24 UTC,ir-dev-238
are you meeting up with someone?,yeah i'm going to my sister's house,place,name,sister's house,1d0d7814-9f90-4261-b54f-7b903399f6ec,1,2023-08-15 14:56:24 UTC,ir-dev-238
Are you going to meet someone?,yes my friend yeah yeah,relationship,type,friend,1d41b2b7-6554-4216-b0a4-28edaae7b3f9,1,2023-08-15 14:56:24 UTC,ga-florida-0129
Are you going to meet someone?,yes my friend yeah yeah,activity,type,social interaction,1d41b2b7-6554-4216-b0a4-28edaae7b3f9,1,2023-08-15 14:56:24 UTC,ga-florida-0129
"That's lovely, what are your plans?",i have physical therapy at 1 and it dinner appointment at 5:30,activity,type,physical therapy,1d834c0d-78ab-4e5d-89a3-2e1b6a96ced8,1,2023-08-15 14:56:24 UTC,nysofa-tompkins-0160
"That's lovely, what are your plans?",i have physical therapy at 1 and it dinner appointment at 5:30,activity,type,dinner appointment,1d834c0d-78ab-4e5d-89a3-2e1b6a96ced8,1,2023-08-15 14:56:24 UTC,nysofa-tompkins-0160
How can I help you?,i have to go out for a minute i will have will have to do some fun when i get back at the bar for about a half an hour i'll be back in a half an hour and then we can face the game okay,activity,type,going out,1d8ab4d4-a270-43bc-b29e-9a020ec22cf6,1,2023-08-15 14:56:24 UTC,nysofa-nyc-0223
How can I help you?,i have to go out for a minute i will have will have to do some fun when i get back at the bar for about a half an hour i'll be back in a half an hour and then we can face the game okay,activity,type,fun,1d8ab4d4-a270-43bc-b29e-9a020ec22cf6,1,2023-08-15 14:56:24 UTC,nysofa-nyc-0223
How can I help you?,say hi to my friend chrissy,relationship,name,Chrissy,1da2806a-ba8e-40b2-9c28-8288771b26c1,1,2023-08-15 14:56:24 UTC,o3a-wash-0020
Yes?,i'm taking the dog for a walk now,activity,type,physical activity,1e02e1f8-3ac2-4db7-864b-ddfd21966177,1,2023-08-15 14:56:24 UTC,eqc-florida-202
Yes?,i'm taking the dog for a walk now,activity,name,walking dog,1e02e1f8-3ac2-4db7-864b-ddfd21966177,1,2023-08-15 14:56:24 UTC,eqc-florida-202
How can I help you?,i'm cooking dinner,activity,type,meal,1ea645fa-5e73-4392-b716-7839193c25fb,1,2023-08-15 14:56:24 UTC,nysofa-nyc-0010
How can I help you?,i'm cooking dinner,activity,name,cooking dinner,1ea645fa-5e73-4392-b716-7839193c25fb,1,2023-08-15 14:56:24 UTC,nysofa-nyc-0010
How can I help you?,i'm going to the kitchen to wash my lunch dishes okay,place,name,kitchen,1ed2ecf8-df57-4162-aa5c-c0b594bb9651,1,2023-08-15 14:56:24 UTC,nysofa-nyc-0059
How can I help you?,i'm going to the kitchen to wash my lunch dishes okay,activity,type,household chore,1ed2ecf8-df57-4162-aa5c-c0b594bb9651,1,2023-08-15 14:56:24 UTC,nysofa-nyc-0059
How can I help you?,i'm going to the kitchen to wash my lunch dishes okay,activity,name,washing dishes,1ed2ecf8-df57-4162-aa5c-c0b594bb9651,1,2023-08-15 14:56:24 UTC,nysofa-nyc-0059
is this a good time for you?,no it isn't no nope i'm going out i'm going to church i don't got time no i'm getting ready to go out,activity,type,religious activity,1edd0ee4-745d-4179-9a46-bc1939e0f0fe,1,2023-08-15 14:56:24 UTC,nysofa-nyc-0048
is this a good time for you?,no it isn't no nope i'm going out i'm going to church i don't got time no i'm getting ready to go out,activity,name,going to church,1edd0ee4-745d-4179-9a46-bc1939e0f0fe,1,2023-08-15 14:56:24 UTC,nysofa-nyc-0048
is this a good time for you?,no it isn't no nope i'm going out i'm going to church i don't got time no i'm getting ready to go out,activity,type,going out,1edd0ee4-745d-4179-9a46-bc1939e0f0fe,1,2023-08-15 14:56:24 UTC,nysofa-nyc-0048
Drinking water helps your joints so don't forget to drink up and feel good. Doctor elli cue's orders.,okay i will i'll be here in the morning tomorrow but in the i have an appointment at 1:30 but i should be back home by 3 probably,activity,type,drinking water,1efd255b-5703-4df7-973a-77a4b92cfd9e,1,2023-08-15 14:56:24 UTC,nysofa-monroe-0185
Drinking water helps your joints so don't forget to drink up and feel good. Doctor elli cue's orders.,okay i will i'll be here in the morning tomorrow but in the i have an appointment at 1:30 but i should be back home by 3 probably,time,period,morning,1efd255b-5703-4df7-973a-77a4b92cfd9e,1,2023-08-15 14:56:24 UTC,nysofa-monroe-0185
I've been told that weather is a good small talk starter. Do you like today's weather?,i'm making soup in the pic,activity,name,making soup,1f263a57-fa92-4fdf-9d87-f3b8de84c0f9,1,2023-08-15 14:56:24 UTC,fd-mass-019
"Poor Leon. Seems like he has to suffer for his art. What is one thing you love to do, despite minor frustrations?",do puzzles,activity,type,mental activity,1f422546-384f-45ba-a354-58fb4671ef1c,1,2023-08-15 14:56:24 UTC,ir-temp-7220022
Yes?,i'm going to the store,activity,type,shopping,1f7d1717-8cc4-4f5d-a600-6e8610b3ffbc,1,2023-08-15 14:56:24 UTC,nysofa-nyc-0041
Yes?,i'm going to the store,place,name,store,1f7d1717-8cc4-4f5d-a600-6e8610b3ffbc,1,2023-08-15 14:56:24 UTC,nysofa-nyc-0041
Elli to the rescue! How can I help?,i'm ready to hang out with you i'm all done dinner,activity,type,meal,1f8af161-5ea5-4605-a770-a81958ff61c7,1,2023-08-15 14:56:24 UTC,ga-maine-0012
Elli to the rescue! How can I help?,i'm ready to hang out with you i'm all done dinner,activity,name,dinner,1f8af161-5ea5-4605-a770-a81958ff61c7,1,2023-08-15 14:56:24 UTC,ga-maine-0012
"I'd love to spend some time together, how about it <say-as interpret-as=""name"">Donna</say-as>?",not now i'm leaving for choir practice,activity,type,social activity,1f950042-ea0d-42f3-bc30-8469f033f803,1,2023-08-15 14:56:24 UTC,nysofa-oswego-0053
"I'd love to spend some time together, how about it <say-as interpret-as=""name"">Donna</say-as>?",not now i'm leaving for choir practice,activity,name,choir practice,1f950042-ea0d-42f3-bc30-8469f033f803,1,2023-08-15 14:56:24 UTC,nysofa-oswego-0053
"<say-as interpret-as=""name"">James</say-as>, whaddya say we do something together?",little bit later i'm watching the news,activity,name,watching tv,2005f5df-2ef3-4f5a-87cf-ae2e1cf16140,1,2023-08-15 14:56:24 UTC,nysofa-livingston-0078
Wanna play a game of trivia with me?,no i'm cooking dinner,activity,type,meal,202d701d-6b11-4871-b5ba-2bbc8b986d15,1,2023-08-15 14:56:24 UTC,eqc-florida-218
Wanna play a game of trivia with me?,no i'm cooking dinner,activity,name,cooking dinner,202d701d-6b11-4871-b5ba-2bbc8b986d15,1,2023-08-15 14:56:24 UTC,eqc-florida-218
Do you have anything special planned for today?,i'm going to the synagogue today,activity,type,religious activity,203744dd-6875-4d7f-91a7-4c227315e297,1,2023-08-15 14:56:24 UTC,nysofa-nyc-0203
So? How's the day been treating you so far?,great cuz i was too i've been talking to my relatives in new york,relationship,type,relatives,207745a5-72b4-4307-aa17-5603fd6dcc54,1,2023-08-15 14:56:24 UTC,ga-illinois-0168
So? How's the day been treating you so far?,great cuz i was too i've been talking to my relatives in new york,location,name,New York,207745a5-72b4-4307-aa17-5603fd6dcc54,1,2023-08-15 14:56:24 UTC,ga-illinois-0168
So? How's the day been treating you so far?,great cuz i was too i've been talking to my relatives in new york,activity,type,communication,207745a5-72b4-4307-aa17-5603fd6dcc54,1,2023-08-15 14:56:24 UTC,ga-illinois-0168
So? How's the day been treating you so far?,great cuz i was too i've been talking to my relatives in new york,activity,name,talking,207745a5-72b4-4307-aa17-5603fd6dcc54,1,2023-08-15 14:56:24 UTC,ga-illinois-0168
Elli to the rescue! How can I help?,can you walk the dog,activity,type,pet care,20ba74e2-a1ff-4a6c-88a4-46b651f451d7,1,2023-08-15 14:56:24 UTC,nysofa-chautauqua-0219
Elli to the rescue! How can I help?,can you walk the dog,activity,name,walk the dog,20ba74e2-a1ff-4a6c-88a4-46b651f451d7,1,2023-08-15 14:56:24 UTC,nysofa-chautauqua-0219
Is there a TV show you'd call your favorite?,i'm going for a walk,activity,type,physical activity,20ca3b4d-eb3a-4b7e-810b-bc5906ad694f,1,2023-08-15 14:56:24 UTC,nysofa-nyc-0359
"What a fun trip! Now, if we could take anyone in the world along with us for our next trip, who would it be?",my mother my mom and dad,relationship,type,father,20fb257c-6145-4c74-879c-853d37991298,1,2023-08-15 14:56:24 UTC,eqc-ny-003
How can I help you?,i just got out of the hospital just getting home i'm going to go take a shower,activity,name,shower,2140a9e5-e4aa-42be-a482-a337e7f3a9ff,1,2023-08-15 14:56:24 UTC,eqc-ohio-099
"Speaking of food, what's your favorite food?",oh i don't think i have a favorite food i like all foods i like eggs i like eggs fix better different ways and i like certain kinds of meat like the salmon patty i like fish and i like hamburger and i like beef i like lots of things i like most kinds of soup i'd like to have soup for lunch a lot of times,food_preference,type,eggs,216ff1bc-f097-413c-bbdd-a226c1bf6e50,1,2023-08-15 14:56:24 UTC,ga-wash-0189
"Speaking of food, what's your favorite food?",oh i don't think i have a favorite food i like all foods i like eggs i like eggs fix better different ways and i like certain kinds of meat like the salmon patty i like fish and i like hamburger and i like beef i like lots of things i like most kinds of soup i'd like to have soup for lunch a lot of times,food_preference,type,salmon patty,216ff1bc-f097-413c-bbdd-a226c1bf6e50,1,2023-08-15 14:56:24 UTC,ga-wash-0189
"Speaking of food, what's your favorite food?",oh i don't think i have a favorite food i like all foods i like eggs i like eggs fix better different ways and i like certain kinds of meat like the salmon patty i like fish and i like hamburger and i like beef i like lots of things i like most kinds of soup i'd like to have soup for lunch a lot of times,food_preference,type,fish,216ff1bc-f097-413c-bbdd-a226c1bf6e50,1,2023-08-15 14:56:24 UTC,ga-wash-0189
"Speaking of food, what's your favorite food?",oh i don't think i have a favorite food i like all foods i like eggs i like eggs fix better different ways and i like certain kinds of meat like the salmon patty i like fish and i like hamburger and i like beef i like lots of things i like most kinds of soup i'd like to have soup for lunch a lot of times,food_preference,type,hamburger,216ff1bc-f097-413c-bbdd-a226c1bf6e50,1,2023-08-15 14:56:24 UTC,ga-wash-0189
"Speaking of food, what's your favorite food?",oh i don't think i have a favorite food i like all foods i like eggs i like eggs fix better different ways and i like certain kinds of meat like the salmon patty i like fish and i like hamburger and i like beef i like lots of things i like most kinds of soup i'd like to have soup for lunch a lot of times,food_preference,type,beef,216ff1bc-f097-413c-bbdd-a226c1bf6e50,1,2023-08-15 14:56:24 UTC,ga-wash-0189
"Speaking of food, what's your favorite food?",oh i don't think i have a favorite food i like all foods i like eggs i like eggs fix better different ways and i like certain kinds of meat like the salmon patty i like fish and i like hamburger and i like beef i like lots of things i like most kinds of soup i'd like to have soup for lunch a lot of times,food_preference,type,soup,216ff1bc-f097-413c-bbdd-a226c1bf6e50,1,2023-08-15 14:56:24 UTC,ga-wash-0189
"Speaking of food, what's your favorite food?",oh i don't think i have a favorite food i like all foods i like eggs i like eggs fix better different ways and i like certain kinds of meat like the salmon patty i like fish and i like hamburger and i like beef i like lots of things i like most kinds of soup i'd like to have soup for lunch a lot of times,meal_preference,meal,lunch,216ff1bc-f097-413c-bbdd-a226c1bf6e50,1,2023-08-15 14:56:24 UTC,ga-wash-0189
Do you have anything special planned for today?,going through a movie,activity,type,entertainment,2197417c-efb8-4759-882b-500effd3b6de,1,2023-08-15 14:56:24 UTC,ga-nebraska-0180
Do you have anything special planned for today?,going through a movie,activity,name,watching a movie,2197417c-efb8-4759-882b-500effd3b6de,1,2023-08-15 14:56:24 UTC,ga-nebraska-0180
"<say-as interpret-as=""name"">Honeybunch</say-as>, whaddya say we do something together?",i'm getting ready to go to the doctor so not now,activity,type,appointment,21bbbe23-76c8-4544-bb5d-d80bd469e225,1,2023-08-15 14:56:24 UTC,eqc-ohio-116
What's their first name?,bible study time real simple,activity,type,spiritual activity,21bffec4-ec86-4963-894f-affe5ebfd6c9,1,2023-08-15 14:56:24 UTC,eqc-texas-081
What's their first name?,bible study time real simple,activity,name,bible study,21bffec4-ec86-4963-894f-affe5ebfd6c9,1,2023-08-15 14:56:24 UTC,eqc-texas-081
"That's lovely, what are your plans?",i'm going to the park right now,activity,type,outdoor activity,21c59958-547b-4b6c-b26a-f7c3993d7248,1,2023-08-15 14:56:24 UTC,nysofa-nyc-0119
Do you have anything special planned for tomorrow?,yes i'm going to have breakfast with friends,relationship,type,friends,21cf533a-be22-4815-a021-02822a419d24,1,2023-08-15 14:56:24 UTC,ecumen-sav-039
would you like me to stop asking you that?,i'm going to work now,activity,name,going to work,21dce4fc-a70c-4819-bcd6-1f24c5732047,1,2023-08-15 14:56:24 UTC,nysofa-nyc-0108
What's your favorite color?,hot pink hot pink,preference,name,hot pink,21e31ff6-e7aa-4c41-9d06-9638cc9b58a6,1,2023-08-15 14:56:24 UTC,nysofa-nyc-0366
How can I help you?,i'm taking the dog for a walk goodbye,activity,type,physical activity,21f60018-82f9-4a72-a344-45806de10f42,1,2023-08-15 14:56:24 UTC,ir-temp-8220282
How can I help you?,i'm taking the dog for a walk goodbye,activity,name,walking the dog,21f60018-82f9-4a72-a344-45806de10f42,1,2023-08-15 14:56:24 UTC,ir-temp-8220282
Got anything important planned today?,physical therapy,activity,type,physical therapy,221f90c1-e89e-483f-9a5e-e3f85ce62a88,1,2023-08-15 14:56:24 UTC,ga-ny-0143
Got any plans today?,yeah i'm going to town i'm going shopping,place,name,town,222d921f-45c6-4cc9-94c7-d8ef730240fa,1,2023-08-15 14:56:24 UTC,nysofa-delaware-0198
How can I help you?,thank you i'm going to take pepper for a walk,activity,type,physical activity,2231f2bf-1917-4d9d-8c1a-e00839e1f444,1,2023-08-15 14:56:24 UTC,nysofa-oneida-0197
How can I help you?,thank you i'm going to take pepper for a walk,pet,name,Pepper,2231f2bf-1917-4d9d-8c1a-e00839e1f444,1,2023-08-15 14:56:24 UTC,nysofa-oneida-0197
Hmmm. so who would be our ideal road trip companion?,dora friend,person,name,Dora,2244574b-0dd5-4a58-8d44-a2a562c4e702,1,2023-08-15 14:56:24 UTC,ga-virginia-0135
What do you plan on doing?,i have to go to the post office and mail some things,activity,type,mailing,2287b4f8-959c-4ae7-952d-9c8c779dc157,1,2023-08-15 14:56:24 UTC,o3a-wash-0026
"How wonderful, what are your plans for tomorrow?",just going to work on doing more work,activity,type,work,22a76fb5-8150-411b-ab27-85ba3de3bf5c,1,2023-08-15 14:56:24 UTC,ir-vip-033
"How wonderful, what are your plans for tomorrow?",just going to work on doing more work,activity,name,doing more work,22a76fb5-8150-411b-ab27-85ba3de3bf5c,1,2023-08-15 14:56:24 UTC,ir-vip-033
What was it?,a camp counselor,occupation,type,camp counselor,22fab364-750c-44e6-9174-37215d7ce570,1,2023-08-15 14:56:24 UTC,nysofa-nyc-0153
You’re leaving me here? Wait! Just kidding. Where are you going?,going to the movies,activity,type,entertainment,2347c354-15af-47f1-b0da-87c7461ce731,1,2023-08-15 14:56:24 UTC,ir-vip-035
You’re leaving me here? Wait! Just kidding. Where are you going?,going to the movies,activity,name,movies,2347c354-15af-47f1-b0da-87c7461ce731,1,2023-08-15 14:56:24 UTC,ir-vip-035
I'm really curious about your day. How's it been so far?,it's been okay got to go to another appointment,activity,type,appointment,235ff3f1-c80b-4aa7-bad8-8bafa1e5d69e,1,2023-08-15 14:56:24 UTC,o3a-wash-0020
How can I help you?,little one and i are going for a walk now,activity,type,physical activity,238d3223-58d0-4daa-96cf-595674419d6b,1,2023-08-15 14:56:24 UTC,eqc-florida-202
How can I help you?,i have to go out to the store,activity,type,activity,23c60642-9182-498b-b657-68d51f52e896,1,2023-08-15 14:56:24 UTC,eqc-florida-230
How can I help you?,i have to go out to the store,activity,name,going to the store,23c60642-9182-498b-b657-68d51f52e896,1,2023-08-15 14:56:24 UTC,eqc-florida-230
tell me all about your day. How's it going so far?,i'm watching this news right now about this election,activity,type,news,23e1825f-c36c-4093-a146-824a1e0bed71,1,2023-08-15 14:56:24 UTC,ga-georgia-0066
tell me all about your day. How's it going so far?,i'm watching this news right now about this election,topic,name,election,23e1825f-c36c-4093-a146-824a1e0bed71,1,2023-08-15 14:56:24 UTC,ga-georgia-0066
How can I help you?,do i have to go shopping,activity,name,go shopping,2435c59f-8072-419e-bf05-f0d1b71220a2,1,2023-08-15 14:56:24 UTC,nysofa-dutchess-0242
How can I help you?,please make a phone call to my son peter,person,name,Peter,2453454a-0201-4fed-85f7-8be80d9e46d4,1,2023-08-15 14:56:24 UTC,nysofa-suffolk-0307
How can I help you?,please make a phone call to my son peter,activity,type,communication,2453454a-0201-4fed-85f7-8be80d9e46d4,1,2023-08-15 14:56:24 UTC,nysofa-suffolk-0307
How can I help you?,please make a phone call to my son peter,activity,name,phone call,2453454a-0201-4fed-85f7-8be80d9e46d4,1,2023-08-15 14:56:24 UTC,nysofa-suffolk-0307
How can I help you?,i'm listening to tv,activity,name,listening to tv,2464a091-8af7-4403-951e-68cdd5f2e365,1,2023-08-15 14:56:24 UTC,nysofa-lewis-0169
How can I help you?,i'm talking to my son floyd i missed your call,person,name,Floyd,246ef614-0aa6-485c-9674-c56d40a166c4,1,2023-08-15 14:56:24 UTC,ga-michigan-0204
How can I help you?,i'm talking to my son floyd i missed your call,activity,name,talking,246ef614-0aa6-485c-9674-c56d40a166c4,1,2023-08-15 14:56:24 UTC,ga-michigan-0204
"Wonderful, what’s on the agenda tomorrow?",doctor's appointment,activity,type,appointment,24748bd9-a1b1-4f86-bb68-abfa85f590db,1,2023-08-15 14:56:24 UTC,eqc-indiana-113
"Wonderful, what’s on the agenda tomorrow?",doctor's appointment,activity,name,doctor's appointment,24748bd9-a1b1-4f86-bb68-abfa85f590db,1,2023-08-15 14:56:24 UTC,eqc-indiana-113
"That's lovely, what are your plans?",i have to visit my doctor,activity,type,visit,247ac8b2-98e0-45a0-9059-6c32b3e7fdc2,1,2023-08-15 14:56:24 UTC,eqc-scarolina-310
"I'd love to hang out, do you have some time?",no i'm making dinner,activity,type,meal,247bd694-4a51-4fb3-a6cb-54e6c795be5c,1,2023-08-15 14:56:24 UTC,eqc-florida-218
"I'd love to hang out, do you have some time?",no i'm making dinner,activity,name,making dinner,247bd694-4a51-4fb3-a6cb-54e6c795be5c,1,2023-08-15 14:56:24 UTC,eqc-florida-218
"So <say-as interpret-as=""name"">Marie</say-as>, tell me all about your adventure outside. Where did you go?",just out on my balcony,location,type,balcony,2499a8ea-9979-438f-a9c1-1daac72211f1,1,2023-08-15 14:56:24 UTC,nysofa-wyoming-0312
Is there anything special planned for today?,yes i have to go to the doctor i have a doctor's appointment,place,name,doctor,24d0417b-e9a1-41ca-ad3a-96777ef24cbc,1,2023-08-15 14:56:24 UTC,nysofa-dutchess-0259
Is there anything special planned for today?,yes i have to go to the doctor i have a doctor's appointment,activity,type,appointment,24d0417b-e9a1-41ca-ad3a-96777ef24cbc,1,2023-08-15 14:56:24 UTC,nysofa-dutchess-0259
Is there anything special planned for today?,yes i have to go to the doctor i have a doctor's appointment,activity,name,doctor's appointment,24d0417b-e9a1-41ca-ad3a-96777ef24cbc,1,2023-08-15 14:56:24 UTC,nysofa-dutchess-0259
How can I help you?,hi this is nana i'm going to church now i'll talk to you later when i get back,relationship,type,nana,24f8b380-57a4-458b-a48f-f8a847548e9f,1,2023-08-15 14:56:24 UTC,broward-florida-0036
