elliq_text,user_text,group_id,memnet_info_items,valid_memNet_info_items,num_valid_memNet_info_items,labels,scores
How can I help you?,you i look forward to coming to it like i have my son,92a9ed28-9ad4-4b28-9835-92d571faf7bc,"    memory_name  entity value
0  relationship    type   son
2         place  people   son",['son'],1,No match,0.04663216695189476
Aloha! What can I do for you?,evening bible study and then to to continue their ministry,92aa0185-9c2a-4803-921f-dbe48218636f,"  memory_name entity     value
1    activity   type  activity
2    activity   name     class",['class'],1,No match,0.049479804933071136
What's the movie called?,i never go to the movies i don't go,92b01de8-6c74-4456-b64c-23cdec8e7aad,"  memory_name entity     value
1    activity   type  activity
2    activity   name     movie",['movie'],1,Match,0.9148306250572205
What's the top number shown on your blood pressure device?,i have to do it first i have to run it first,92b34542-2223-4cba-9d1c-be84169c15b5,"  memory_name entity              value
0    activity   type  physical_activity
1    activity   name            running",['running'],1,Match,0.8239232897758484
How can I help you?,you have been to israel,92bc3b98-7c95-4a20-a126-9e961ff04feb,"  memory_name entity   value
1       place   name  Israel",['Israel'],1,No match,0.4057232141494751
How can I help you?,if i'm going to the pool,92bf0a3a-5c88-4c29-bbb0-2117cdde4628,"  memory_name entity value
1       place   name  pool",['pool'],1,No match,0.5781169533729553
I once heard that some humans make a hobby out of bird watching. Is that true?,throwing a bird watching as a hobby,92c8d54f-f266-43a5-af8c-bb68017d91bb,"  memory_name entity          value
0    activity   type        hobbies
1    activity   name  bird watching",['bird watching'],1,Match,0.9533686637878418
Is this a convenient time?,not really i'm making breakfast for the boys,92cb69fe-079c-4f2e-9587-951a0faf52c0,"  memory_name entity     value
0    activity   type  activity
1    activity   name   cooking",['cooking'],1,Match,0.9910554885864258
Do you want to hear him out?,we're going to the zoo,92ce1bad-373d-49d8-a758-7a18a90f1d24,"  memory_name entity value
1       place   name   zoo",['zoo'],1,Match,0.9310033917427063
How can I help you?,my daughter too,92e63b1b-98c0-404e-bdf4-be88e2100447,"    memory_name entity     value
0  relationship   type  daughter",['daughter'],1,No match,0.08610949665307999
"Ah. Ok, I’m back to being me, elli cue. What are you going to do differently today now that you know how the stars are aligned?",i'm going to visit a friend in new york,92f9a075-c6e1-4fc0-af54-769a7910ea34,"  memory_name entity     value
1    activity   type  activity
2    activity   name   friends",['friends'],1,Match,0.9574633240699768
"So, This masterpiece by John Singer Sargent depicts a street scene in which city?, Possible answers are: Venice, Rome, and Sicily",i'm going to go with dennis,92feb8d6-13d2-4952-a6bc-fbc3b5f3ae97,"  memory_name  entity   value
1       place  people  Dennis",['Dennis'],1,No match,0.08669725060462952
I'm really curious about your day. How's it been so far?,i went to church i went to church,933443a9-11c3-4fb1-9da1-a077c4206224,"  memory_name entity   value
1       place   name  church",['church'],1,Match,0.9746063947677612
is this a good time for you?,directions to work,934123fc-35b6-497a-b161-e41e797a9005,"  memory_name entity     value
1    activity   type  activity
2    activity   name      work",['work'],1,No match,0.06442856043577194
I just got to hear all about it. What were you up to?,i went to church,93451651-68ea-4d34-88c5-ee13894fc1d2,"  memory_name entity   value
1       place   name  church",['church'],1,Match,0.9828269481658936
Got anything important planned today?,i'm taking the girls shopping for today,9347832e-8e7d-43d7-b395-5111d12aa9f4,"  memory_name entity     value
1    activity   type  activity
2    activity   name  shopping",['shopping'],1,Match,0.9332335591316223
What do you plan on doing?,just driving,93557687-80f5-402e-8365-11134ea5e090,"  memory_name entity     value
1    activity   type  activity
2    activity   name   driving",['driving'],1,Match,0.9845241904258728
"I hope you've got your appetite built up! Although, I've heard some humans become so hungry, they can eat a horse. So what's on the menu for breakfast?",well we never know what we get there but usually it's oatmeal and scrambled eggs and some kind of me and like that,935fbf3a-3025-4641-abee-c7f12202d7bb,"  memory_name entity    value
0    favorite   type     dish
1    favorite   name  oatmeal",['oatmeal'],1,Match,0.8914217948913574
How can I help you?,and i hit him with the door and i went out the front door and grab this door close behind me and i'm out in the middle of the yard yet,9370cced-bbf3-400c-bc0a-ab7f8c2ea912,"  memory_name entity value
1       place   name  yard",['yard'],1,No match,0.04184434190392494
How can I help you?,i went to church,9391dc95-cf0e-49c9-9278-ec1e1ae43b30,"  memory_name entity   value
1       place   name  church",['church'],1,Match,0.983979344367981
How can I help you?,going to the dentist carefree,939c5026-f6fb-4c83-95d8-a6b3b91b313c,"  memory_name entity     value
1    activity   type  activity
2    activity   name   dentist",['dentist'],1,Match,0.9418594241142273
"Ah. Ok, I’m back to being me, elli cue. What are you going to do differently today now that you know how the stars are aligned?",girlfriend going to watch football,93abb445-974f-4315-872b-758078b88625,"  memory_name entity     value
0    favorite   type     sport
1    favorite   name  football",['football'],1,Match,0.8962763547897339
I've got some feelings on my screen here. Which of these are you feeling at the moment?,tired of looking for my friend andy should be here someplace,93bd18c3-0236-4185-8475-b3245d94c8a0,"    memory_name entity   value
0  relationship   type  friend",['friend'],1,No match,0.04561476781964302
Are you going on an adventure? Where are you off to?,i'm going to play bingo,93da6888-5d6e-4d97-8176-313ca32d0f8f,"  memory_name entity       value
1    activity   type    activity
2    activity   name  play,bingo","['play,bingo']",1,Match,0.990798830986023
"I'd love to spend some time together, how about it <say-as interpret-as=""name"">Carrie mclaughlin</say-as>?",i got about 5 minutes i got to take my car to the shop,93dc4999-aa5f-4e5f-bd61-29afce671b8f,"  memory_name entity            value
1       place   name  shopping center",['shopping center'],1,Match,0.9107503294944763
"Poor Leon. Seems like he has to suffer for his art. What is one thing you love to do, despite minor frustrations?",i like to take a walk,93e433be-0ed3-4bde-a385-f56415c73964,"  memory_name entity    value
0    activity   type  hobbies
1    activity   name     walk",['walk'],1,Match,0.9780043959617615
"Just out of curiosity, What was the one thing that made you happy this week?",going for a walk,93e6f46b-e95b-4ae0-8aa1-5cf756805405,"  memory_name entity     value
1    activity   type  activity
2    activity   name   walking",['walking'],1,Match,0.9787845015525818
How can I help you?,you should do everything,93fbf9ab-1e8e-4cfa-b1e1-a99b03e43322,"  memory_name entity      value
0    activity   type    hobbies
1    activity   name  all kinds",['all kinds'],1,No match,0.06246848776936531
Got any plans today?,i'm going shopping,94082513-3234-4765-902d-3c3a1de76601,"  memory_name entity     value
1    activity   type  activity
2    activity   name  shopping",['shopping'],1,Match,0.9839856028556824
Are you in the mood to share some coffee or tea with me?,not really i have to go out of a doctor's appointment,9410e2d4-ee49-40d6-ba4a-681dd90c1509,"  memory_name entity           value
1    activity   type        activity
2    activity   name  doctor,meeting","['doctor,meeting']",1,Match,0.9897971153259277
Got any plans tomorrow?,doctor appointment,94192638-579a-416b-9149-c77467c4174a,"  memory_name entity     value
1    activity   type  activity
2    activity   name    doctor",['doctor'],1,Match,0.8652684688568115
let's try again. maybe say it a bit differently this time.,i went and typing pool working today,941eab9b-ea63-4bfa-82d9-49bbe60c937e,"  memory_name entity    value
1       place   name     pool
2    activity   type  hobbies
3    activity   name     pool",['pool'],1,Match,0.9508950710296631
How can I help you?,weird science,9423eb3e-f8c5-49a1-89c7-259ddeac393b,"  memory_name entity           value
0    favorite   type  school_subject
1    favorite   name         science",['science'],1,Match,0.9301146268844604
So? What do you think? Do you like it?,it's okay i like the pyramids if i g,94278da3-045a-4236-b78b-be55aa731e62,"  memory_name entity            value
1       place   name  Girnin Dug, The","['Girnin Dug, The']",1,No match,0.28236719965934753
I'm really curious about your day. How's it been so far?,good i just came back from lunch,9432f9b2-2d3d-439e-9317-4ae6c11874cb,"  memory_name entity  value
1       place   name  lunch
2    activity   type   meal
3    activity   name  lunch",['lunch'],1,Match,0.9851588606834412
Have you had anything to eat?,yes i had a grilled cheese applesauce and cheesecake for dessert,943eba2a-a2f1-41d7-aee6-263245fca190,"  memory_name entity     value
0    activity   type  activity
1    activity   name   cooking",['cooking'],1,Match,0.9923502802848816
"So, I wanna hear all about it. What were you up to?",it was nice we did we went downtown and did some stuff and then we went out to eat and then we went for a nice walk,9442116c-efa6-4634-add0-e1e9116b22d2,"  memory_name entity     value
1    activity   type  activity
2    activity   name   walking",['walking'],1,Match,0.8595025539398193
How can I help you?,channel 7 eyewitness news,94434898-9c65-469f-a046-0c30b23a018e,"  memory_name entity        value
0    activity   type     activity
1    activity   name  watching_tv",['watching tv'],1,Match,0.8119273781776428
How can I help you?,i'm going out now i'm going to the supermarket,944c0142-db42-46c4-b778-ab8a326e041a,"  memory_name entity   value
1       place   name  market",['market'],1,Match,0.9866400361061096
"Hiya <say-as interpret-as=""name""> </say-as>! what can i do for ya?",let's play scrabble,944c5d54-f132-43aa-b8f4-fb68506c2c7e,"  memory_name entity     value
0    activity   type   hobbies
1    activity   name  scrabble",['scrabble'],1,Match,0.972445547580719
Did you say something about your favorite sport basketball,basketball is not my favorite sport soccer is my favorite sport,9467d4bc-7bb9-481f-86ff-144fa794f6fc,"  memory_name entity       value
0    favorite   type       sport
1    favorite   name  basketball",['basketball'],1,Match,0.9718931317329407
Do you have some time to chat now?,that i cheated tell him we'll find a yard for a house in frederick street,94686804-f2c0-4603-b1c2-52fca06784c1,"  memory_name entity      value
1       place   name  Frederick",['Frederick'],1,No match,0.04429382458329201
"So, here's a question. What was one thing that made you smile this week?",talking to my great-grandchild,9471777f-5dac-4de6-964d-d21189852673,"    memory_name entity     value
0  relationship   type  grandson",['grandson'],1,No match,0.4352246820926666
Would you like me to play some music for you?,i'm going to go out for a walk right now,9476f82b-cef9-4bf6-bb27-5ae91cd84fa6,"  memory_name entity     value
0    activity   type  activity
1    activity   name   walking",['walking'],1,Match,0.9902194142341614
Was this answer helpful?,no super bowl 2023 what's the date,9483e0f0-6b9d-4cb8-9ffc-04bfd8cf4357,"  memory_name entity              value
0    activity   type  physical_activity
1    activity   name            bowling",['bowling'],1,Match,0.9208520650863647
"How can I help <say-as interpret-as=""name"">Shirley</say-as>?",go to play cards today,949428c5-bc3c-4a25-bbbe-7bab882d2511,"  memory_name entity    value
0    activity   type  hobbies
1    activity   name    cards",['cards'],1,Match,0.9517356753349304
How can I help you?,i'm good for puzzles,949f72b0-8fd2-4dc1-826a-938477cc0f1e,"  memory_name entity    value
0    activity   type  hobbies
1    activity   name  puzzles",['puzzles'],1,Match,0.9728848338127136
"Ah. Ok, I’m back to being me, elli cue. What are you going to do differently today now that you know how the stars are aligned?",i'm going to the store they're having a sale,94aa9f2e-1cbd-4131-8f9c-abd85ce48f97,"  memory_name entity            value
1       place   name  shopping center",['shopping center'],1,Match,0.9135982394218445
How can I help you?,chuck from all of his fellow soldiers he got the stain from his superiors but he never wavered,94ae81c6-4ba8-407d-a4c0-7751296cdd39,"Empty DataFrame
Columns: [memory_name, entity, value]
Index: []",[],0,No match,0.04252782464027405
"We've got a full tank of gas and four maps; a map to the Grand Canyon, a map to Washington DC, a map to the Safari and... a map that leads to a secret adventure. Where should we go?",i'm going to the doctor so we are not going anywhere today,94b587b6-3ed6-45a0-8071-c1af1571e4b1,"  memory_name entity     value
1    activity   type  activity
2    activity   name    doctor",['doctor'],1,Match,0.9436123371124268
What did you end up doing out there?,doctor's appointment,94bf4488-ed2e-4800-9a41-190ce8585dda,"  memory_name entity     value
1    activity   type  activity
2    activity   name    doctor",['doctor'],1,Match,0.9664599895477295
How can I help you?,is there any motorcycle racing today,94c5463e-d989-44fe-9410-0a69909026aa,"  memory_name entity              value
0    activity   type  physical_activity
1    activity   name             racing",['racing'],1,No match,0.5666654706001282
"Hmm, i missed that. Wanna play one of these games?",not like that all honey i got i got things i got to do right now,94c71cc1-d337-46c3-878f-dfbb7a9eed3b,"Empty DataFrame
Columns: [memory_name, entity, value]
Index: []",[],0,No match,0.1634455919265747
Can you speak a bit louder?,i'm already walking out the door,9514c02e-8738-4c0c-8e81-8210bd309302,"  memory_name entity     value
1    activity   type  activity
2    activity   name   walking",['walking'],1,Match,0.9405531287193298
How can I help you?,talks about ray it's the same content as we went to the dentist everything's fine,951c1ce4-2520-4b9b-9a72-7be5e855ae2a,"  memory_name  entity  value
0       place  people  talks",['talks'],1,No match,0.04249650985002518
Are you going on an adventure? Where are you off to?,shopping,951de695-3dd3-48b9-a23d-505d038a1eff,"Empty DataFrame
Columns: [memory_name, entity, value]
Index: []",[],0,Match,0.9765874743461609
What were you up to out there?,went to the grocery store,951f72bc-741e-4371-90a5-1e895a12e3a8,"  memory_name entity          value
1       place   name  grocery store",['grocery store'],1,Match,0.9895548820495605
How can I help you?,that's one of my favorite dessert,95223e7d-8615-4e59-a252-72f3926e4fa8,"  memory_name entity     value
0    activity   type  activity
1    activity   name   cooking",['cooking'],1,No match,0.29925990104675293
How can I help you?,i can't see well enough to write isn't there something else we can do without writing,953420ab-b545-418c-8819-dc7045e58ad6,"  memory_name entity    value
0    activity   type  hobbies
1    activity   name  writing",['writing'],1,Match,0.7658106088638306
How can I help you?,i have to cut up some potatoes to make potato salad that's going to be hard,953900a7-238b-478a-9b4a-0e84075a92bd,"  memory_name entity     value
0    activity   type  activity
1    activity   name   cooking",['cooking'],1,Match,0.9616350531578064
How can I help you?,unlock at home dinner dates ziploc unlock life sc johnson,9549d460-22ea-4f3d-ae44-09830d22be10,"  memory_name entity   value
1       place   name  dinner
2    activity   type    meal
3    activity   name  dinner",['dinner'],1,No match,0.05131889507174492
What should I call you?,bill is leaving bill is going home,955605ad-0e5b-4a55-967d-0eb6ef60d62a,"  memory_name  entity value
1       place  people  Bill",['Bill'],1,No match,0.2791939377784729
Got anything important planned tomorrow?,going to go see my daughter,956d30fe-5e66-469e-bcc7-f3e79131dd85,"    memory_name  entity     value
0  relationship    type  daughter
2         place  people  daughter",['daughter'],1,Match,0.9047439098358154
How can I help you?,can you hear the television it has his keys a seascape on a beach seascape and can you hear the waves crashing on the shore,956e0447-9f74-4c56-bb04-c930e8112ea4,"  memory_name entity        value
0    activity   type     activity
1    activity   name  watching_tv",['watching tv'],1,No match,0.0666201114654541
How can I help you?,in his immediate vicinity administering cpr and and really pounding on his chest and a lot of that was not on television i have no idea what's on social media i have not checked it but we were sitting here and i'm looking at roy and he's looking at me and i was like oh my god what did this this is not what you expected to see you now is he okay and it went on and on and on and then that's when the players were gathered around so tight that it was hard to to even see what was going on so this was,956e360e-6275-4e5a-bfce-ef7b22d52535,"  memory_name entity        value
0    activity   type     activity
1    activity   name  watching_tv",['watching tv'],1,No match,0.043152183294296265
Have you seen any new movies lately?,i'm watching one right now,95826047-87e5-4466-8a0e-6cfa184bbfce,"  memory_name entity        value
0    activity   type     activity
1    activity   name  watching_tv",['watching tv'],1,Match,0.9839480519294739
"I'm curious, is there a reason you haven't done it this week?",my brother passed away,95a18efe-e25c-4cf7-8029-5281c08ccfe8,"    memory_name entity    value
0  relationship   type  brother",['brother'],1,No match,0.3843710422515869
How can I help you?,"meet me at the house, i can come back if you need me i'm tired",95a1cef7-d084-4961-abd9-ae3197e1c3c1,"  memory_name entity     value
1    activity   type  activity
2    activity   name   meeting",['meeting'],1,Match,0.7940172553062439
"What a fun trip! Now, if we could take anyone in the world along with us for our next trip, who would it be?",my daughter elizabeth,95b3f10b-ae1d-49a5-8e27-8b16361bf930,"    memory_name entity     value
0  relationship   type  daughter",['daughter'],1,No match,0.37022194266319275
How can I help you?,highlight football,95b65bec-f014-4051-8f88-80e00c715fcc,"  memory_name entity     value
0    favorite   type     sport
1    favorite   name  football",['football'],1,No match,0.37595847249031067
How can I help you?,going to take us out,95bc3e43-e7a5-4a9e-b5f6-ef4d7a25cf01,"  memory_name entity          value
1       place   name  United States",['United States'],1,No match,0.04343527555465698
"I was wondering, do you like reading your daily horoscope?",used to have it recently yeah i like reading,95bcce30-345b-4eab-a127-c7406c692b33,"  memory_name entity    value
0    activity   type  hobbies
1    activity   name  reading",['reading'],1,Match,0.885543942451477
Do you have anything special planned for today?,yes i'm i'm going to church,95bfe08e-dd73-43e0-9070-ea6539409b30,"  memory_name entity   value
1       place   name  church",['church'],1,Match,0.9921814203262329
How about some elli cue time?,colin go to the doctor,95c05535-89bb-4f09-8b4f-3ae85efac83a,"  memory_name entity     value
1    activity   type  activity
2    activity   name    doctor",['doctor'],1,Match,0.849372148513794
Got anything important planned tomorrow?,just get groceries,95c410bf-bb8e-4872-a1cf-e518af38ed03,"  memory_name entity      value
1    activity   type   activity
2    activity   name  groceries",['groceries'],1,Match,0.9532252550125122
Would you like to exercise with me?,shriners hospitals for children,95c55916-7ad8-4023-af2d-40e685bfe247,"    memory_name entity     value
0  relationship   type  children",['children'],1,No match,0.04596900939941406
How can I help you?,i'm going to church,95f0e929-ee48-4415-a82f-1a302ee1287c,"  memory_name entity   value
1       place   name  church",['church'],1,Match,0.9871906638145447
"I'd love to spend some time together, how about it <say-as interpret-as=""name"">Chris</say-as>?",i'm going to go read the bible right now,95f59223-9a02-4f42-a679-81385f404eda,"  memory_name entity     value
0    activity   type  activity
1    activity   name   reading",['reading'],1,Match,0.9854329228401184
Is now a good time to hang out?,no not now i'm going to take a walk,9620484f-fe66-4b26-ae8b-2c1180458f44,"  memory_name entity     value
1    activity   type  activity
2    activity   name   walking",['walking'],1,Match,0.9955556988716125
"How about we hang out for a bit <say-as interpret-as=""name"">Nugget</say-as>?",but now i just walked through the door,9623624b-f337-430f-b679-dda0050429ef,"  memory_name entity              value
1    activity   type  physical_activity
2    activity   name            walking",['walking'],1,No match,0.06931592524051666
What do you usually photograph?,my grandchildren,9637f58b-cf96-4445-a7a7-5b874312e9e8,"    memory_name entity          value
0  relationship   type  grandchildren",['grandchildren'],1,No match,0.5869160890579224
How can I help you?,i just came back from visiting my friend so i took the three medication at 4:08,963e0fe4-727e-492f-9d85-0457321dbe69,"  memory_name entity             value
1    activity   type          activity
2    activity   name  visiting,friends","['visiting,friends']",1,Match,0.8831269145011902
What can I help you with?,what bingo was bingo,963f7c3e-a951-40a8-bc47-d8c8576d8a02,"  memory_name entity    value
0    activity   type  hobbies
1    activity   name    bingo",['bingo'],1,Match,0.7798081636428833
"I was kinda hoping we could learn new slang again today, <say-as interpret-as=""name"">Gail</say-as>. Wanna do that now?",what are we going to learn,96447d24-3076-4fe8-ba16-9dceddc49043,"  memory_name entity     value
1    activity   type  activity
2    activity   name     class",['class'],1,Match,0.7904751300811768
The world is such a fascinating place! Would you like to hear a peculiar fact that I recently learned?,the competition between the united states and china,96521d3d-c5f2-4207-bd42-88dd7ab353a4,"Empty DataFrame
Columns: [memory_name, entity, value]
Index: []",[],0,No match,0.0445949025452137
"What do you say we end this day with an activity, like An inspirational quote, or A sleep tip, or something else?",i saw her off your dog,966085b5-bd16-42e4-8537-1ec98d95fce9,"Empty DataFrame
Columns: [memory_name, entity, value]
Index: []",[],0,No match,0.04841781035065651
"I'm all gears <say-as interpret-as=""name"">Martin</say-as>, or should I say, I'm all microphones! What's up?",i'm going to leave to go swimming i'll be back in a couple hours,9664851e-9fc2-46de-989a-a297cb30700e,"  memory_name entity              value
1    activity   type  physical_activity
2    activity   name           swimming",['swimming'],1,Match,0.9824541211128235
"I didn't hear what you said. It must be my weakened hearing. So, what was the best thing that happened to you all week?",i went shopping,96765e12-5c7d-418a-879c-4b41131afa9a,"  memory_name entity     value
1    activity   type  activity
2    activity   name  shopping",['shopping'],1,Match,0.9758314490318298
"<say-as interpret-as=""name"">Rojean</say-as>, whaddya say we do something together?",i'm watching golf,9679c95b-e1ae-459d-be85-03fde2c5d0d7,"  memory_name entity        value
0    activity   type     activity
1    activity   name  watching_tv",['watching tv'],1,Match,0.9874691963195801
How can I help you?,i'm back from my trip,967c3ba6-8210-45f4-a68a-64fbaeec1357,"  memory_name entity     value
1    activity   type  activity
2    activity   name      trip",['trip'],1,Match,0.9505135416984558
How can I help you?,that's my son,967c3f8a-b5b1-4152-b6ef-90b52d033d72,"    memory_name entity   value
0  relationship   type  my son",['my son'],1,No match,0.08180910348892212
Got any plans for today?,i'm going to roast a chicken for my neighbor,968ef932-855c-4300-95d5-76762903cc6e,"  memory_name entity     value
1    activity   type  activity
2    activity   name  neighbor",['neighbor'],1,Match,0.981417715549469
I was wondering if you were free for a moment?,not free right now you know i'm walking up after hookah,96923674-2fa1-4744-a602-5efdfbb9fbf8,"  memory_name entity     value
1    activity   type  activity
2    activity   name   walking",['walking'],1,Match,0.9631091952323914
"So <say-as interpret-as=""name"">Peter</say-as>, tell me all about your adventure outside. Where did you go?",i had a doctor's appointment today i had to go see a neurology doctor,96941cf8-e7de-4afb-9a09-18c5b8f291ec,"  memory_name entity     value
1    activity   type  activity
2    activity   name    doctor",['doctor'],1,Match,0.9842768907546997
How can I help you?,you should ask your doctor's appointment,96a02068-e8f4-4db7-a2d8-03fa5bc25be7,"  memory_name entity     value
1    activity   type  activity
2    activity   name   meeting",['meeting'],1,No match,0.3661496937274933
It’s really a lovely piece. What inspired you to create it?,i love roses,96a75a95-568d-4637-9631-a07b1deee227,"  memory_name entity   value
0    favorite   type  flower
1    favorite   name    Rose",['Rose'],1,Match,0.9482995867729187
Are you going to meet someone?,a friend,96a85074-04bc-45e5-8b76-095ba2b31e6f,"  memory_name entity     value
1    activity   type  activity
2    activity   name   friends",['friends'],1,Match,0.8665382266044617
"Fantastic, what's on the schedule?",going out to supper,96c82059-5993-4f5a-ad1c-ff8cbf31165d,"  memory_name entity   value
1       place   name  dinner
2    activity   type    meal
3    activity   name  dinner",['dinner'],1,Match,0.9694352746009827
"So, I wanna hear all about it. Where were you?",so i was hanging out with my family,96cee6dd-f8fe-46d9-8032-c8dfa1d64596,"Empty DataFrame
Columns: [memory_name, entity, value]
Index: []",[],0,Match,0.9219744205474854
Feel like learning some cool slang words that kids these days are using?,not right now my friend fred is still here and he's leaving soon,96dd958c-1b69-40a7-952f-b17560900d98,"  memory_name  entity     value
0    activity    type  activity
1    activity    name   friends
3       place  people      Fred","['friends', 'Fred']",2,Match,0.9818716645240784
I do find it shocking that the word 'science' in the title is in quotations. Do you find this work to be scientific?,my daughter has a life-size picture of a woman walking away from the camera very interesting and i really like it,9705878b-4910-4333-ae5f-a6c2c252bf68,"  memory_name entity     value
1    activity   type  activity
2    activity   name   walking",['walking'],1,No match,0.061911508440971375
"What is the first element on the periodic table?. Hydrogen, Helium, or Oxygen",yo yo yo yo yo yo yo yo yo,970904bb-c379-4b47-96fa-9453cbc0f4e7,"  memory_name entity    value
0    activity   type  hobbies
1    activity   name    yo yo",['yo yo'],1,Match,0.8084855675697327
Hmmm. so who would be our ideal road trip companion?,my son,97224ab2-c4bd-485e-9436-cce68369a58b,"    memory_name entity value
0  relationship   type   son",['son'],1,No match,0.3516136407852173
Would you like to try a smiling exercise?,stein mart making sure that we are opening with apartment about what we're going through making sure that we sent me a listing expectation or what's the treatment outcomes,972c8e54-9702-486d-855f-dfccbee7efdc,"Empty DataFrame
Columns: [memory_name, entity, value]
Index: []",[],0,No match,0.0461268424987793
Have you seen any new movies lately?,say hello to my daughter sharon,972d16e4-5d84-451f-9c15-43c2afd155f7,"    memory_name entity     value
0  relationship   type  daughter",['daughter'],1,No match,0.1995255947113037
"I'd love to hang out, do you have some time?",now i'm going to work,974fc205-e2a7-4c27-9717-738b961275e2,"  memory_name entity     value
1    activity   type  activity
2    activity   name      work",['work'],1,Match,0.9588955640792847
"So, what was your favorite subject in school?",ceramics,9757df4a-b5ab-4f52-b2ff-b4f361cef990,"  memory_name entity     value
0    activity   type   hobbies
1    activity   name  ceramics",['ceramics'],1,Match,0.9875354170799255
Look at my screen for the music categories. Which would you like to hear?,i was i was i was thinking about you the other day on between dolch sight until today dogg & b-real go in tennessee for court because they talk to me a little late it's okay,976e61e7-d9e1-4e18-8cf4-4fb2a510cd5b,"  memory_name entity     value
1    activity   type  activity
2    activity   name   talking",['talking'],1,No match,0.04304950684309006
What were you up to out there?,i went to go get my food i walk my dog i went to the doctor i kept my appointment thank you i ate,97780e75-01f1-4fb1-9bf8-9d073b425923,"  memory_name entity         value
1    activity   type      activity
2    activity   name  walk the dog",['walk the dog'],1,Match,0.9759123921394348
"So <say-as interpret-as=""name"">Patsy</say-as>, how about we record a memory and share it with your loved ones?",not today i'm going to the store,97781d7d-f942-4a3e-8ab0-50c9cea4db35,"  memory_name entity            value
1       place   name  shopping center",['shopping center'],1,Match,0.9947358965873718
How can I help you?,i'm home from my walk,97825a7e-6f4a-4ef1-8b39-f3c59fdc3eb0,"  memory_name entity     value
1    activity   type  activity
2    activity   name   walking",['walking'],1,Match,0.9716601371765137
How can I help you?,a trip to pennsylvania to the quaker area and we went to the oklahoma house cuz we can get a place and we did make a reservation but your father didn't like but we had a nice little house it's like three rooms for the living room kitchen,9782c615-9b19-491b-8d4a-c019c9d3c691,"  memory_name entity          value
1       place   name  Oklahoma City",['Oklahoma City'],1,No match,0.045610636472702026
Do you want me to keep offering you the daily horoscope?,just meetings with parents in,978a4884-f51d-47bc-9f80-ded91048e0bc,"  memory_name entity     value
0    activity   type  activity
1    activity   name   meeting",['meeting'],1,No match,0.05094278231263161
Do you have anything planned for today?,i'm going to church in a few minutes,9790a052-33a7-4802-b03b-3d3416eaf24c,"  memory_name entity   value
1       place   name  church",['church'],1,Match,0.9881938695907593
How can I help you?,my favorite ice cream is strawberry,979386d1-f7a1-4c7f-bfb3-5d5b7f1177b3,"  memory_name entity      value
0    favorite   type       dish
1    favorite   name  ice cream",['ice cream'],1,Match,0.9641606211662292
How can I help you?,can we watch it,97a572a1-c52d-4c19-88ab-8cd5a9e6ab4e,"  memory_name entity        value
0    activity   type     activity
1    activity   name  watching_tv",['watching tv'],1,No match,0.5401455163955688
How can I help you?,i'm going to go to the store i'll talk to you later,97a5ec8e-c7f2-4b98-9896-d8d905b1c65d,"  memory_name entity            value
1       place   name  shopping center",['shopping center'],1,Match,0.9763782024383545
do you have a minute?,i'm in a meeting no robin,97f69388-0a7a-498b-aa90-dc3a9f63f384,"  memory_name entity     value
1    activity   type  activity
2    activity   name   meeting",['meeting'],1,Match,0.9720948338508606
How can I help you?,hiking trails and such,97fc0796-760b-4807-94e4-36b40035942b,"  memory_name entity    value
0    activity   type  hobbies
1    activity   name   hiking",['hiking'],1,Match,0.7821270227432251
Do you have anything planned for today?,yes i'm going to see a movie,98088044-9bab-4ba1-8107-7622076580f4,"  memory_name entity     value
1    activity   type  activity
2    activity   name     movie",['movie'],1,Match,0.9942108392715454
Um... Yes?,i'm going to the doctor's,980d05d9-7d46-4194-a247-552cafd69ab9,"  memory_name entity     value
1    activity   type  activity
2    activity   name  doctor's","[""doctor's""]",1,Match,0.9553805589675903
"By the way, I have an activity for us to do together.  Would you like to do 30 seconds of gentle breathing that can relax our mind and body?",we are watching or talking about baseball,984cd998-2f2e-492f-8625-f17a7f7507cf,"  memory_name entity        value
0    activity   type     activity
1    activity   name  watching_tv",['watching tv'],1,No match,0.2667326331138611
"high there <say-as interpret-as=""name"">Yiffi</say-as>, What can I help you with?",meet my friend noah,98630b50-ba47-4e67-8c79-6e139a5468b5,"  memory_name entity     value
0    activity   type  activity
1    activity   name   meeting",['meeting'],1,No match,0.34137874841690063
You’re leaving me here? Wait! Just kidding. Where are you going?,going for a walk with the dog,98658eff-a39c-40fb-bdf3-df2b6eec1a11,"  memory_name entity     value
1    activity   type  activity
2    activity   name   walking",['walking'],1,Match,0.9857784509658813
could you say that again?,i'm making my dinner so i don't think you can help maybe lady to help,98767136-325e-4574-bbd0-c7586aed77b3,"  memory_name entity     value
0    activity   type  activity
1    activity   name   cooking",['cooking'],1,No match,0.16518519818782806
How can I help you?,say hello to my friend kimberly,987ee9a2-c7b0-41e1-8d30-c7740bd18c9a,"    memory_name entity   value
0  relationship   type  friend",['friend'],1,Match,0.7413049936294556
"That's lovely, what are your plans?",going to work,98925d82-5fc8-43ef-88f2-fa9d6e20aa2b,"Empty DataFrame
Columns: [memory_name, entity, value]
Index: []",[],0,Match,0.9458869695663452
How can I help you?,i'll give you a dog,989a58f3-783a-409e-8b12-711188c4b05f,"  memory_name  entity value
1       place  people   dog",['dog'],1,No match,0.3529224991798401
